,0
250,선박의 안정과 화물의 보호라는 면에서 선박내의 적절한 장소에 화물을 쌓아 화물이 무너지거나 이동하는 것을 하지 않도록 배려하는 것을 말한다.
251,"면책률이 3%인데, 현실의 분손이 7%인 경우에는 초과부분의 4%를 보상하는 Excess방식을 말한다. Excess Franchise라고 부르기도 한다. 해상화물운송 중에 화물의 성질에 따라서는 몇 %의 소손해가 자주 발생한다. 이들 손해가 보험자가 담보한 위험에 의하여 발생한 것인지 또는 보험의 목적의 고유한 하자에 의해 발생한 것인지를 판정하기 어려운 경우가 많다. 따라서 일정율 이하의 손해를 면책하는 소손해 면책규정이 있다. Excess는 면책률이 5%로 정해져 있을 때에 7%의 손해가 발생하면 5%를 초과한 2%에 대해서만 보상하는 방식을 말한다. Franchise는 손해가 규정된 5%를 초과하면 그 손해전액에 대하여 지급되는 방식이다."
252,보험회사는 위험을 부담하는 대가로서 피보험자로부터 보험료를 징수하는데 이 보험료(Insurance Premium)는 보험금액에 보험료율(Rate of Insurance)을 곱하여 산출한다. 보험료율은 보험가입금액에 대하여 백분율(%)로 표시한 것이다. 보험료율은 외국의 경우 소수점 이하 제4위까지의 수치에 의한 백분율(%)로 표시된다. 보험료율은 순보험료(Net Premium)와 부가보험료(Loading Premium)로 구성된다.
253,무역거래에서는 화물을 특정기일까지 목적항에 도착시키는 것은 극히 어려우므로 약정품의 인도시기는 목적항에의 도착시기(Time of Delivery)가 아니고 적출항에서의 선적시기(Time of Shipment)를 의미하는 것이 일반적이다. 예컨대 May Shipment(5월 선적)의 경우 5월 1일부터 5월 31일까지 선적을 완료하면 된다.
254,"

텔렉스
무역용어사전

Telex는 Teleprinter Exchange, Teletypewriter Exchange 또는 Telegraph Exchange의 약칭이다. 국제거래에서 사용되는 것은 International Telex이다.
외국어 표기 Teleprinter Exchange(영어), Teletypewriter Exchange(영어), Telegraph Exchange(영어)
약어 Telex

"
255,① 선적선하증권(Shipped B/L)의 경우에는 선적일은 B/L Date이며 ② 수취선하증권(Received for Shipment B/L)인 경우에는 선적일은 Shipping Notation Date가 된다.
256,"선주 또는 그 대행대리점으로부터 본선의 선장 앞으로 발행된 화물인도지시서를 말한다. 컨테이너의 경우 선사가 화물보관인 CFS, CY 운영업체(Operator)에 D/O 지참인에게 화물을 인도할 것을 지시하는 서류이다."
257,"① L/C상 유효기간은 정하여져 있으나 선적기일이 정해져 있지 않으면 E/D(Expiry Date)를 Latest Shipping Date(S/D)로 본다. ② E/D가 국경일, 일요일, 은행의 휴무일 때, E/D는 다음 영업일까지 자동연장되나 Latest Shipping Date(S/D)는 연장될 수 없음에 따라 은행 휴무일 등의 전일까지이다."
258,"D/R이라고 약칭한다. 거래선의 본선수취증(Mate's Receipt : M/R)에 해당하는 서류로서 컨테이너 운항선사가 화물의 수령증으로 발행하는 서류를 말한다. 하수한 화물에 과부족, 손상 등이 있는 경우에는 Dock Receipt의 적요란에 그 취지가 기입된다."
259,"

고지의무
무역용어사전

보험계약자가 계약을 신청할 때 보험자에 대해 위험정도를 측정하는데 필요한 주요사항을 통지하는 의무를 말한다. 적하품의 명세, 보험금액, 항로, 손해보상의 범위, 선박명 및 출항일, 항로, 보험금의 지급지 및 지급통화 등이 고지내용이다. 고지의무를 Duty of Disclosure 혹은 Representation이라고도 부른다.
외국어 표기 Duty of Declaration(영어)

"
260,"무역계약의 체결과정은 해외시장조사(Market Research) → 거래선 발굴 → 신용조회(Credit Inquiry) → 거래제의(Business Proposal : Circular Letter) → Trade Inquiry → 일반거래약정(General Agreement) → Offer(or Order) → Acceptance(or Acknowledgement) → Sales Note, Purchase Note 순으로 이루어진다. 유의할 사항은 Offer에 대한 Acceptance가 이루어지면 계약은 성립된 것으로 간주되므로 불이행시에는 Claim이 제기될 수 있다."
261,"

계선
해양과학용어사전

①선박이 화물을 적하하고 여객이 승강하기 위하여 접안하는 것(계선). ②선박이 부두에 접안하기 위해 박지에 대기하거나 선박이 검사나 수리를 할 때 등 일시 운항을 정지하고 고정시키는 것(계류).
외국어 표기 mooring(영어), 繫船(한자)
동의어 계류(繫留), 정박, 계류소, 계선소

"
262,신제품을 시장에 출하하는데 있어서 고품질의 상품에 고가격을 설정하여 시장의 상층계층을 목표로 하는 가격정책을 말한다. 소량을 고가로 판매하는 정책은 상대방 시장에 있어서 마찰도 적고 또한 매도인 측은 자원을 유효하게 이용할 수 있고 이윤도 크다.
263,M/T는 Measurement Ton의 약자이다. 1 용적톤(M/T)은 1㎥(입방미터)이다. 40cft = 1.133입방미터로서 사용된다. 해외에서는 M/T라고 하면 Metric Ton = Kilo Ton(K/T)를 말한다. Mail Transfer의 약어로서도 사용된다.
264,"운임이 보통 미 달러로 계산되기 때문에 미국 이외의 국가에서는 환 리스크가 발생하므로 선박회사들이 여기서 발생하는 손실을 기본운임에 부가하여 징수하는 바, 이와 같이 부가되는 할증료를 가리킨다."
265,1993년 개정 신용장 통일규칙 제23조에서 제29조까지의 7개조는 8개 종류의 운송서류 각각에 대하여 규정하고 있다. 규정의 방법은 먼저 운송서류의 종류별로 기본적인 수리요건이라고 할 수 있는 사항에 대하여 규정하고 그 다음에 각 운송서류가 관계하는 운송방법을 고려한 환적에 관한 규정을 설정하고 있다. 다만 제25조의 용선계약선하증권 및 제29조의 소포우편수취증 및 택배용 물품수취증을 요구하고 있는 신용장이 환적금지의 지시를 하는 것은 있을 수 없다는 점을 고려하여 제25조에서 제29조에는 환적의 규정은 설정되어 있지 않다.
266,결제할인(Settlement Discount)의 일종으로서 현금(무역거래의 경우 신용장) 결제의 경우 매도인에게 결제조건이 유리하므로 몇 %의 할인을 인정하는 것을 말한다.
267,무역매매계약을 이행하는 과정에서 매도인이 인도의 불이행 또는 품질불량 등의 계약위반을 한 경우 매수인이 구상하는 손해배상금이 계약서에 미리 규정되어 확정되어 있는 것을 말한다.
268,운송서류가 L/C조건에 일치하지 않으면 매입은행은 L/C에 의한 대금회수의 보장을 받지 못하게 된다. 따라서 매입은행은 환어음 및 운송서류상에 L/C조건에 일치하지 않는 점이 있을 경우 매입의뢰인의 신용도에 따라 다음과 같은 방법의 하나를 선택하여 처리하고 있다.① 환어음을 추심한 후 대금이 입금되었을 경우 지급하는 방법(Collection Basis)② L/C 개설은행 앞으로 하자내용을 통보하여 매입여부를 전신으로 조회하는 방법(Cable Negotiation)③ L/C를 하자있는 운송서류에 일치토록 조건변경(Amendment)하여 하자를 해소한 후 매입하는 방법④ 대금지급 거절시 환불하겠다는 보증서(L/G)를 징구하여 매입하는 방법 등이 있다.한편 외국환은행이 보증서를 받고 하자 있는 수출환어음을 매입하는 경우는 상기환율산출공식의 해당 허가료율에 1.5%를 가산한 요율을 적용하고 있다.
269,선하증권의 수하인(Consignee)란에 기입한다. 이 경우는 백지배서(Blank Endorsement)에 의하여 그 선하증권은 유통서(negotiable)를 가지게 된다.
270,"

조출료
선박항해용어사전

용선주의 정박 기간의 절약에 대한 선주의 사례금(rebate)이다. 신속한 하역을 위해서 화주가 입는 추가 비용에 대한 보상금 및 신속한 하역에 대한 장려금의 성격이다. 그러므로 조출료는 일반적으로 체선료(Demurrage, Dem.)의 절반(1/2)이며, 계산 방법은 체선료와 동일하다.
외국어 표기 dispatch money or despatch money(영어), 早出料(한자)
약어 Des.

"
271,"① 정부 또는 지방자치단체가 직접 수입하는 물품 ② 정부조달물품 ③ 정부관리기업체(정부투자기관 관리법에 규정한 투자기관)가 수입하는 물품 ④ 관세법 기타 법령 및 조약에 의거 관세가 면제되는 물품 ⑤ 관세율표상 실행관세율이 무세인 물품(단, 관세청장이 정하는 물품은 제외) ⑥ 방위산업용 기계와 동부분품 및 원재료로 수입하는 물품으로 주무부장관의 확인 또는 추천분 ⑦ 수출용 원재료 ⑧ 기타 납세의무자의 가격신고가 없어도 과세가격 결정에 곤란이 없다고 결정한 물품 등으로 동물품의 과세가격 결정은 원칙적으로 제1방법(과세가격결정방법 참조)에 의하되 제1방법을 적용할 수 없는 경우와 실제 지급하였거나 지급하여야할 가격을 조정할 요소(운임, 보험료 및 기타 운송관련 비용제외)가 있는 경우에는 가격신고 생략물품이라도 가격신고를 하여야 한다."
272,"

관세장벽
행정학사전

국제수지의 개선 또는 불황에 시달리는 국내 산업의 보호를 위해서 수입 상품에 높은 관세율을 부과해 그것의 수입을 제한하는 방법을 말한다. 수입 제한 방법에는 관세율의 인상 이외의 수입물량 통제, 수입 할당 등의 방법이 있는데, 이것을 총칭 비관세 장벽이라고 한다.
외국어 표기 關稅障壁(한자), tariff wall(영어)

"
273,거래제의 서한에 거래제의 상사의 거래은행을 신용조회처로서 기재하는 경우가 많다. 자기가 거래하는 은행에 의뢰하여 그 은행의 저점 및 거래은행으로 하여금 신 거래처의 신용상태를 조사하여 보고하도록 의뢰할 수 있다.
274,"신용장의 결제통화가 수입국이나 수출국의 통화가 아닌 제3국의 통화일 경우는 제3국에 있는 개설은행의 예치환거래은행이 결제은행(Settling Bank)이 되며, 어음을 매입한 은행에 대금을 상환해 주는 은행이라고 해서 상환은행(Reimbursing Bank)이라고도 한다."
275,"수입대금의 전액을 수입승인 받은 후 물품의 선적전에 외화수표 등 지정영수통화로 표시된 대외지급 수단에 의하여 미리 지급하고 수입대금 지급일로부터 360일 이내에 이에 상응하는 물품을 수입하는 거래로서 동방식에 의한 수입은 견품, 시험용품 등 소액거래에 주로 활용된다."
276,내용물이 가벼운 잡화류의 포장에 사용되는 판지로 만든 상자이다.
277,"어음 및 수표는 일정한 금액의 지급을 약속(약속어음)하거나 지급의 위탁을 기재한(환어음) 유가증권이다. Bill은 다른 말과 함께 다음과 같이 여러 가지 의미로 사용된다. Usance Bill(기한부어음), Bill of Lading(선하증권), Bill of Exchange(환어음), Air Waybill(항공화물운송장), Documentary Bill(화환어음)"
278,취소불능신용장(Irrevocable Credit)이란 신용장이 일단 개설되어 수익자에게 통지된 이상 신용장의 관계당사자를 구속하여 신용장의 유효기간내에는 관계당사자 전원의 합의없이는 신용장의 취소나 조건변경이 불가능한 신용장을 말한다. 반면 취소가능신용장(Revocable Credit)이란 신용장을 개설한 은행이 수익자에게 사전통지없이 신용장 자체를 취소하거나 조건변경을 할 수 있는 신용장이다. 신용장상에 Revocable이라는 문자가 표시되어 있으면 개설은행은 수익자의 동의없이 일방적인 의사표시로 신용장의 매입통지가 있기 전에는 아무때나 취소권을 행사할 수 있다. 실무상으로 취소가능신용장은 매입은행이 제한되거나 지정된 경우에 한하여 개설되는 것이 대부분이다. UCP 400에서는 신용장상 취소불능이라는 표시가 없을 경우에는 취소가능으로 간주하였다. 이는 우리나라 현행 대외무역법 또는 외국환 관리법상의 인허가를 취득할 때 인정되지 않는다. 그러나 UCP 500에서는 취소불능이라는 표시가 없을 경우 취소불능신용장으로 간주한다.
279,운송화물이 수하인에게 인도되는 지점을 말한다. 목적지가 Hong Kong이면 목적항(Port of Destination)이 목적지와 일치하지만 수입자의 소재지가 중국 내부인 경우에는 화물은 목적항에서 양하되어 후속수송기관에 환적되어 내지까지 운송된다.
280,보험으로 보상되는 손해는 손해의 정도가 일정규모 이상에 이르렀을 때부터 적용되며 사소한 손해는 보상하지 않는 것이 원칙이다. 이와 같은 소손해(petty claim) 불배상의 원칙은 보험증서의 뒷면에 인쇄약관으로 규정하고 있다. 소손해 불배상의 원칙을 보험용어로 면책비율(Franchise)이라 하며 이 비율은 상품에 따라 각각 상이한 비율로 적용되는데 부패 또는 자연손상의 확률이 높은 품목일수록 높은 율이 적용된다. 따라서 만일 보험가입자가 A/R조건이 아닌 W/A조건으로 부보하면서 사소한 손해까지 모두 보상받기를 원할 때에는 보험계약 체결시 면책비율 부적용의 특약을 체결하여야 한다. 신용장 통일규칙은 면책비율 부적용의 특약이 없는 보험계약도 유효한 것으로 인정하여 이를 수리해야 한다고 규정하고 있다.
281,"신용장 통일규칙이라고 부른다. 국제적으로 이용되고 있는 신용장의 해석, 취급, 관습 및 신용장의 형식 등에 대하여 이를 국제적으로 통일시키기 위하여 국제상업회의소(The International Chamber of Commerce : ICC)가 각국 은행협회의 대표로 구성된 「상업화환신용장은행위원회」(Banking Committee on Commercial Documentary Credit)의 협력을 얻어, 1933년에 제정한 민간단체의 규칙(Rules)이다. 그 이후 수차에 걸쳐 개정되었다. 현행규칙은 2006년 개정 규칙(UCP 600)이다."
282,"

만재화물
무역용어사전

화물선에 만재된 화물을 말한다. 만선이라고 부르기도 한다. 즉, 안전하게 선적할 수 있는 한도까지 선창 내에 만재할 수 있는 화물을 말한다. 선박의 재화능력의 일부가 이용되지 않으면 운송인의 운임수입이 감소한다. 본선이 만선화물을 적재한 상태를 full and down이라 한다.
외국어 표기 Full Cargo(영어)

"
283,"

손상
원자력용어사전

일반적으로 재료의 모든 특성이 바람직스럽지 못한 쪽으로 변화가 일어나는 현상. 조사(照射)에 의한 손상은 메커니즘상으로 튀김에 의한 것과 핵변환에 의한 것으로 나눈다. void에 의한 팽창 · 조사에 의한 크리프 등은 전자에 속하며 고온 조사취화 등의 소위 헬륨손상은 후자에 속한다.
외국어 표기 damage(영어), 損傷(한자)
참조어 방사선손상(radiation damage)

"
284,"취소불능신용장과 확인신용장의 기능을 합친 신용장을 말한다. 최소불능신용장에 발행은행 이외의 은행(확인은행)이 발행은행의 의뢰에 따라 발행은과 마찬가지로 그 신용장에 의거하여 발행한 어음의 인수, 지급을 확약한 신용장(확인신용장)이다."
285,못이나 볼트 등의 포장용기로서 사용된다. 표준중량 단위는 100파운드이다.
286,"매매계약상에서는 판매의 위탁을 받은자, 즉 판매수탁자를 말한다. 무역거래에 있어서 위탁에는 판매의 위탁과 매입의 위탁(Indent)이 있고 판매의 위탁(위탁판매)을 Consignment라고 한다. 또한 해외로부터 매입을 위탁받은 자(매입위탁자 : Indentee)는 그 위탁에 의거하여 수수료 베이스로 매입·적출하는데 매입대리점(Buying Agent)라고도 부른다."
287,"무역계약은 유상계약(Remunerative Contract)이고 쌍무계약(Bilateral Obligation Contract)이며 약성계약(Consensual Contract)으로 이루어진다는 점에서는 본질적으로 국내 매매계약과 동일하나 국제 상관습이 적용되고 격지자간의 거래계약이며 국가별 무역관리에 수반되는 내용상 절차상의 제약이 가해지는 점에서 국내매매계약과 구별된다. 무역거래시에는 최초 거래시 또는 매건 별로 장래 여러 가지 거래를 전개하기 위한 포괄적 준칙으로서 General Agreement(General Terms and Conditions, Master Contract)를 약정해야 한다.즉 거래방법의 예측가능한 일관성 유지, 장래 발생할지도 모르는 무역분쟁이나 Claim의 예방과 해결을 위하여 최초 거래개시 이전에 반드시 General Agreement를 체결해야 한다. 매건 별로는 수출자의 청약(Offer)에 대한 수입자의 승낙(Acceptance)에 의하거나 수입자의 주문(Order, Purchase Order : P/O)에 대한 수출자의 수주(Acknowledgement)에 의해 무역계약이 체결된다."
288,동일거래선과 동일품목을 지속적으로 거래할 때 신용장을 개설하는 불편을 피하고 전액을 개설할 경우 과중한 보증에 따른 자금부담을 완화하기 위하여 사용하는 신용장으로서 처음 개설한 신용장이 이행되면 일정한 기간이 경과한 후 자동적으로 동액의 신용장이 개설되는 방식의 신용장으로서 갱신시기는 ① 지급통지 후 ② 매입이행 후 상당한 기간이 경과된 후에도 지급거절 통지가 없을시 ③ 일정기간마다 갱신의 시기를 거래당사자간에 정하며 회전방법은 전기에 미이행한 분이 다음기로 이월되는 누적적(Cumulative)인 방법과 해당기에 이행되지 않은 부분은 자동적으로 취소되는 비누적적(Non-cumulative) 방법이 있다. 회전신용장은 신용장에 의하여 개설되는 전금액(Overall amount)을 명시하여야 하고 전금액의 결정은 거래당사자 간의 계약에 의하여 결정되나 개설은행에 동의가 필요하다.
289,"수출상의 자금여력이 충분치 않고 수출물품이 집하과정을 거쳐야 하는 농수산물 등일 경우 수출편의를 위하여 신용장 개설과 동시에 수출상으로 하여금 일정액의 금액을 미리 지급받을 수 있도록 하는 방식의 신용장을 말한다. 이 신용장은 자금선대조건을 붉은 글씨로 쓰는 관례로 인하여 Red Clause L/C, 집하과정을 거친다는 의미에서 Packing L/C, 대금을 선지급한다고 하여 Advance Payment L/C 등으로 부르기도 한다."
290,D/P는 Documents against Payment의 약자로서 지급도조건이라고 번역되고 선적서류를 인도하는 하나의 방법이다. 이 D/P조건은 화환어음을 송부받은 수입지의 은행이 어음의 지급인인 수입자에게 어음을 제시하고 화물인수에 필요한 선적서류를 어음대금의 지급(Payment)과 상환으로 인도하는 방법이다. 이에 대해 어음대금을 지급하지 않고 어음을 인수(Acceptance)하는 것만으로 선적서류를 인도하는 방법을 D/A(Documents against Acceptance : 인수도)라고 한다.
291,대응수입계약조건에 따라 수출액의 일정비율에 상당하는 상품을 대응수입해야 한다는 점에서 연계무역과 비슷하나 수출과 수입시 각각 다른 계약서와 다른 신용장을 사용한다는 점이 다르며 동구권과의 거래에서 많이 사용되는 거래형태이다. 대응구매는 ① 수출·수입을 각각 별도 계약서에 의해 거래하며 ② 두 개의 일반신용장을 개설하며 ③ 형식상 완전히 분리된 두 개의 일반 무역거래형태이며 ④ 대응수입 이행기간은 통상 5년 이내이며 ⑤ 환거래가 발생하여 상호간에 합의된 통화로 결제하며 ⑥ 대응수입의무를 제3국으로 전가가 가능하다.
292,계약품을 인도하기 전 또는 계약하자마자 현금으로 결제하는 방법을 말한다. 계약과 동시에 매도인은 대금을 입수할 수 있어 유리하지만 매수인에게는 불리한 방법이다. 견본을 주문할 때 사용된다. 이것은 주문불(Cash with Order : CWO)이라고 부른다.
293,"

당좌대월
무역용어사전

상환은행에 예치되어 있는 개설은행의 현금잔고보다 상환수권을 요청하는 금액이 더 많을 경우 그 초과금액이 양 은행의 협정액 범위 이내일 때는 상환은행이 자기 자금으로 우선 결제요청금액을 지급하고 사후에 개설은행의 추가송금으로 이를 해결하게 되는 것을 말한다.
외국어 표기 Over Draft(영어)

"
294,기초원재료 납세증명서란 수입한 기초원재료를 사용하여 제조·가공한 중간원재료를 수출물품을 제조한 자 또는 2차 중간원재료를 제조할 자에게 양도하는 경우에 중간원재료에 포함된 기초원재료의 납부세액을 증명해 주는 서류로서 최종 수출 후에 수입면장 대신에 동기초원재료 납세증명서를 제출하여 관세를 환급받을 수 있다.
295,운송상에서는 소량화물을 다수의 하주로부터 집하하여 이것을 모아서 대량화물로 만드는 것을 말한다.
296,"은행이 은행 앞으로 발행하는 어음으로서 어음의 발행인, 인수인, 지급인이 모두 은행으로 되어 있는 어음이므로 수출자가 발행하고 수입자가 인수·지급하는 상업어음(Commercial Bill) 또는 개인어음(Private Bill)보다 신용도가 높다. Bank Draft라고도 부른다."
297,수입자가 확실한 품질의 상품을 수입하고자 할 때 요구하는 서류이며 검사의 공정성을 위하여 검사인(Inspector)을 수입자가 지정하거나 전문 검사관의 검사증을 첨부토록 하는 경우가 많다.
298,"어느 량의 화물을 일정한 수량단위로 모아 하역·보관·수송하기 위하여 사용되는 평면받침대를 말한다. Pallet에는 Plaim Pallet, Box Pallet, Post Pallet 등의 종류가 있다."
299,"발행은행 이외의 은행에 의한 확인이 부가되어 있지 않은 신용장을 무확인신용장이라고 부른다. “Unconfirmed”이라는 표시를 하고 있는 신용장도 있지만, 이것은 예외적인 것이다. 신용장 자체 또는 신용장의 통지서에 그 신용장을 확인한다는 취지의 확인은행에 의한 표시가 없는 신용장이라도 발행은행의 신용에 불안이 없고 또한 발행지에 Country Risk가 없는 경우에는 수익자에게는 거래상의 불안이 없지만 그렇지 않은 경우는 확인신용장(Confirmed Credit)이 요구된다."
300,"수취인은 어음에 정한 금액을 지급받을 자(또는 지급받을 자를 지시할자)를 의미하며 환어음상의 표시위치는 무조건 지급위탁문언인 pay to 다음이며 당해어음의 형식에 따라 기재방법이 달라진다.① 기명식(pay to XX Bank Ltd) : 지급받을 자를 특정하여 그의 이름(대개는 Nego 은행이 됨)만 기재함.② 지시식(pay to the order of XX Bank, Ltd or pay to XX Bank or order) : 지급받을 자의 명칭 및 그가 지시하는 자라는 의미의 order of로 표시함.③ 소지인식(지참식 : pay to bearer) : 지급받을 자의 명칭이 생략되고 대신 bearer라는 단어를 기입함.④ 선택적 무기명식(pay to XX Bank, Ltd or bearer) : 지급받을 자의 명칭과 bearer라는 단어가 동시에 표기됨."
301,"런던보험업자업회(ILU)가 제정한 협회적하약관(Institute Cargo Clauses)의 약칭이다. 이 ICC에는 1963년 구 ICC(FPA, WA, AR)와 1982년 신 ICC((A), (B), (C)) 두 가지가 있다. 신 ICC의 제정은 1968년에 개최된 UNCTAD 제2차 회의에서 영국의 구 해상보험제도를 비판한데서 연유한다. 구 협회적하보험약관 전위험담보(ICC, A/R)가 신 ICC(A)로 구 적하보험약관 분손담보(Institute Cargo Clauses, WA)가 신 ICC(B)로, 구 적하보험약관 분손부담보약관(Institute Cargo Clauses, FPA)이 신 ICC(C)로 각각 명칭이 변경·간소화 되고, 그 내용도 획일성을 갖도록 정비되었다. 그러나 보험자의 보상범위나 기타의 담보(Warranties)에 대한 근본적인 조항들은 거의 변동이 없다."
302,"피보험자가 운송인, 기타의 제3자에 대한 구상권을 보험자에게 양도하는 것을 말한다. 피보험자가 보험자에게 대위권 양도서를 제공하면 보험금을 지급받으며, 보험자가 취득한 대위권은 보험자가 지급한 보험금 한도 내에서만 유효하다. 위부는 피보험자가 피보험목적물의 모든 권리를 보험자에게 이양하고 보험금액의 전액을 청구하는 권리를 가지는데 반하여, 대위(代位)는 보험자가 보험금을 지급한 경우 손상된 피보험목적물에 대해 피보험자가 가지고 있던 소유권과 손상을 발생하게 한 자에 대한 구상권(求償權)을 보험자가 대신할 수 있다."
303,"S/O로 약칭한다. 하주의 선적(복)신청서에 따라 선사본사(사무소)가 현품을 확인한 후 자기회사소속 선박의 선장 앞으로 발행하는 화물선적지시서를 말한다. S/O에는 송하인명, 선적지, 양륙지, 상품명, 포장형태, 개수, 톤수, S/O번호 등이 기입된다. S/O는 본선수취증(M/R) 기타의 용지와 1조(set)로 되어 있어 S/O면의 기재사항은 그대로 카본지에 의해서 M/R에 기재된다."
304,Insurable Value라고도 부른다. 보험가액은 피보험이익의 견적가액(見積價額)으로서 적하보험의 경우에는 통상 화물을 선적하는 지점과 선적할 때에 있어서의 가액을 말한다. 원래 피보험이익은 합리적으로 금전으로 견적할 수 있는 것이어야 한다. 해상적하보험의 보험가액에는 보험계약시에 보험자와 피보험자(보험계약자) 사이에서 협정되는 협정보험가액(Agreed Insured Value)과 법정보험가액이 있다.
305,국제입찰시에 입찰참가자에게 요구하는 보증금을 말한다. 낙찰을 받았음에도 불구하고 계약체결을 거절하는 경우에는 보증금은 몰수된다. 실제로는 외환은행 발행의 외화표시보증장(L/G)을 제출하는 경우가 많다.
306,"MIA라고 약칭한다. 1906년에 제정된 영국해상보험법으로서 해상보험의 원리, 원칙의 대부분을 포함하고 있다. 이 성문법과 그 이후의 판례 및 이것에 의거하여 제정된 해상보험증권이 영국에 있어서의 해상보험체계를 구성하고 있다."
307,"선복에 화물을 적재할 수 있는 설비 및 용구를 갖추고 선원을 승선시켜 장기간 해상을 운항 할 수 있는 선박을 용선자(傭船者)가 선주(船主)로부터 일정기간 동안 용선하는 계약으로서, 그 용선기간에 따라 용선자가 선주에게 용선료를 지급한다. 용선자는 용선료 외에 연료비, 입항세, 운항비 등을 부담한다. 정기용선계약은 자기 화물보다 다른 사람들의 화물을 운송하기 위하여 체결되며, 용선자는 다른 사람으로부터 받은 운임과 용선비의 차액을 얻는다."
308,"컨테이너운송의 경우 하나의 컨테이너를 단일 수출상의 화물로 채우는 Full Container Load(FCL 화물)가 되면 대부분의 수출상은 타소장치된 자신의 공장에서 수출통관 절차를 마친 후 자신의 공장으로 빈 컨테이너를 불러 화물을 적입(Stuffing)하고 Container Box의 문을 자물쇠로 잠근 후 봉인표시를 하여 보세운송 절차를 거쳐 선적하게 된다. 이 경우 선박회사는 화물의 보존상태를 확일할 길이 없으므로 추후에 돌아올 화물파손 책임에서 벗어날 목적으로 B/L상에 “Shipper's Load and Count”라는 표시를 하게 된다. 즉, 화물의 종류, 내용, 수량 등은 전적으로 화주의 책임하에서 봉인처리한 것이므로 선주는 아무 것도 알 수 없으며 따라서 책임도 질 수 없다는 취지인 것이다. 이러한 B/L은 신용장의 취지로 보아 은행이 수리할 수 없는 것이 원칙이나 컨테이너 운송의 상관습을 존중한다는 의미에서 예외로 수리를 허용하고 있는 것이다.(통규 31조)"
309,"간이정액 환급제도는 개별환급을 받을 능력이 없는 중소기업의 수출을 지원하고 환급절차를 간소화 하기 위해 도입된 제도로서 환급 신청년도가 속하는 년도의 직접 2년간 매년도 환급액이 6억원 이하인 중소기업에서 수출물품에 대한 환급액 산출시(국내신용장 등에 의한 국내 거래품에 대한 기초원재료 남세증명서 발급시 포함)에 정부가 정하는 일정금액(간이정액환급율표상의 금액)을 수출물품제조에 소요된 원재료의 수입시 납부세액으로 보고 환급액 등을 산출토록 한 제도이다.간이정액환급율은 수출물품의 세부번호(HS 10단위)별로 전년도 평균 환급액을 기준으로 수출업체 구분없이 책정/적용하는 것이어서 개별 수출업체의 입장에서는 과다환급으로 수출을 확대함으로써 수출용재료의 국산화를 촉진할 수 있으나 지나친 과소환급업체는 수출자체를 어렵게 할 우려가 있어 수출업체가 원하는 경우에는 수출업체의 간이정액 비적용신청에 의거 수출업체별로 간이정액환급율표를 적용하지 아니할 수 있도록 허용하고 있다. 간이정액환급율은 수출용품에 대한 원재료 납부세액 산출에 영향을 미치는 요소 즉, 관세율 및 환율의 변동 등을 고려하여 수출금액(FOB 10,000원)당 환급액을 책정한다.(관세청 홈페이지 참조)"
310,"라이센스계약에 있어서 허락자(Licensor)에 대응하는 한쪽의 당사자로서 허락자로부터 그가 소지하는 특허권, 상표권, 저작권 등을 실시하는 권한을 부여받은 자를 말한다."
311,"보세구역이라 함은 외국물품을 장치하거나 물품의 수출에 따른 통관절차를 이행하기 위하여 수출물품을 일정기간 장치하거나 또는 외국물품을 가공, 제조, 전시 등을 하기 위한 장소로서 세관장이 지정하거나 특허한 구역을 말한다. 지정보세구역은 세관장이 지정한 보세구역으로 국가공공의 토지, 시설 등의 일정구역을 지정하여 특정물품의 장치, 검사를 하는 것이며 보세장치장이란 일반인의 설영신청에 의하여 세관장이 특허한 보세구역으로서 주로 개인의 토지, 시설들의 일정구역에 대하여 특허한다."
312,"1993년 개정 신용장 통일규칙 제46조 a항은 Shipment에 관하여 다음과 같이 해석한다고 규정하고 있다. 적출의 최초의 일 또는 적출의 최종일을 명시하기 위하여 사용되는 “Shipment”의 용어는 신용장에 별도의 명시가 없는 한, “적재(loading)”, “발송(dispatch)”, “수취(taking in charge)”, “우편수령일(date of post receipt)”, “집배일(集配日)(date of pick-up)” 또는 이와 유사한 표현 그리고 복합운송서류를 요구한 신용장의 경우에는 “수취(taking in charge)”의 표현을 포함하는 것으로 해석한다."
313,불가항력적인 사태가 발생하였을 때 계약 당사자가 가격조정이나 기한의 연장 등의 계약 내용을 조정하기 위하여 상호간에 성실하게 교섭한다는 것을 약속하는 약관을 말한다.
314,신용장에서 매입은행에 의한 수출환어음의 매입을 인정하지 않고 특정은행이 화환어음과 상환하여 수익자에게 지급할 것을 규정하고 있는 신용장을 지급신용장(Straight Credit)이라고 하는데 이와 같은 지급신용장에 의거하여 지급을 위탁받은 은행을 지급은행이라고 한다. 지급은행은 발행은행도 될 수 있지만 통상은 타은행이 된다. 신용장에서 연지급 확약은행(Deferred Paying Bank)으로 지정된 은행은 신용장조건과 일치하면 연지급확약서를 발행하고 후일에 지급할 것을 확약한다.
315,본선에서 양하된 화물을 CFS나 CY에서 보관료 없이 장치할 수 있는 일정한 허용기간을 말한다. 각 해운동맹들은 각 양하지의 터미널사정을 감안하여 Free Time 기간을 정하고 있다. 북미항로의 경우 하역준비 완료통지 후 2일간이다.
