,0
382,"과년도지출이라 함은 어느 연도에 지급하기로 이미 정해져 있던 경비가 채권자의 청구가 없었던 것 등의 사유로 지급되지 않았을 경우에 현년도예산으로서 지출함을 의미한다. 예산회계법은, 과년도에 속하는 채무확정액으로서 지출되지 않은 경비는 현년도의 세출예산에서 지급하도록 규정하고 있다(예산회계법 제71조)."
383,"

회계 정보 시스템
IT용어사전

정보 이론의 발전과 기술 혁신에 따라 변화된 회계 목적과 방법을 기업 조직(회사)에 적용하여 회계 정보를 회사 전체의 종합 시스템으로 결합, 처리하여 경영 각층에 필요한 정보가 제공되도록 한 시스템.
외국어 표기 accounting information system(영어), 會計情報-(한자)
약어 AIS

"
384,"

원장
회계·세무 용어사전

보통 총계정원장을 말하는데, 이것은 기업경영상 필요한 자산/부채/자본 및 손익에 관계되는 모든 계정이 포함된다. 즉, 기업경영상 재산의 증감되는 변화가 총계정원장의 모든 계정에 총괄적으로 기입되어서, 각 계정에 기입처리된 것을 관찰함으로써, 경영성과와 재무상태를 파악할 수 있다. 따라서 총계정원장은 복식부기의 중심이 되는 가장 중요한 장부이다.
외국어 표기 ledger(영어)

"
385,"

혼합거래
회계·세무 용어사전

교환거래와 손익거래가 결합한 거래로서 이를 테면 원가 ￦50,000의 상품을 ￦60,000에 매출하는 경우로서 이 때 ￦50,000은 교환거래에 해당되며 상품매출이익 ￦10,000은 손익거래에 해당된다.
외국어 표기 mixed transaction(영어)

"
386,"제조작업 개시전에 과거의 경험을 기초로 하고, 여기에 장래의 예상을 가감하여 산출한 원가이다. 즉 이것은 소위 사전계산에 의하여 산출된 원가로서 견적원가, 또는 추정원가라고도 한다. 입찰 또는 도급의 경우에 주문자에게 제출하는 가격은 예정원가에 의한 것이다. 대개 예정원가는 원가계산의 신속을 기하기 위하여 이루어 지는 것으로, 나중에 실제원가와 비교되어 원가관리에 도움이 되기도 한다."
387,"결산시에 작성해야 할 시산표, 결산정리기입, 손익계산서 및 대차대조표를 한곳에 모은 것이다. 정산표에는 시산표를 결산정리기입에 의하여 수정하고, 총계정원장의 계정계산과는 별도로 대차대조표와 손익계산서를 작성할 수가 있다. 정산표에는 6위식, 8위식, 10위식 등의 정산표가 있는데, 6위식 정산표는 대차 2란을 갖는 수정후 시산표, 손익계산서 및 대차대조표의 6란으로 되고, 8위식 정산표는 6위식 정산표에 결산정리 기입의 2란을 추가한 것이고, 10위식 정산표는 보다 정밀한 정산표로 8위식 정산표의 「수정기입」란의 다음에 「수정후 시산표」를 추가한 것이다."
388,"국내에 주소를 둔 자의 사망으로 인하여 상속이 개시된 경우에, 농지·초지·산림지의 소재지와 동일한 시·군·읍·면에 거주하는 자로서 상속개시일 2년 전부터 직접 농업에 종사해 온 피상속인의 상속재산가액에 다음의 재산가액이 포함된 때에는 상속세과세가액에서 이를 공제한다.
	(1) 지방세법의 규정에 의하여 농지세과세대상이 되는 9천평 이내의 농지
	(2) 초지법의 규정에 의한 4만5천평 이내의 초지
	(3) 산림법의 규정에 의한 보전임지(保全任地) 중 영림계획 또는 특수개발지역사업에 따라 새로이 조림한 기간이 5년 이상인 9만평 이내의 산림지
	(4) 농어촌개발특별조치법에 의한 영농조합법인의 출자지분으로서 기준면적 이내의 것
"
389,"보통 예산위원회에 의하여 작성되고 부문예산을 통합하여 사업의 전체를 포괄하는 하나의 예산을 작성하는 것을 말한다.
	각 부문이 작성한 부문예산만을 조정·통합하여 종합예산으로 편성하는데, 이 단계에서 부문예산 상호간의 조정 및 전시적인 목표와 부문목표의 조정이 중시된다.
"
390,"

감모상각
회계·세무 용어사전

소모성 자산의 가치감소를 감모상각이라고 한다. 소모성 자산(消耗性 資産)이라고 하는 천연자원에는 석유, 광산물, 목재(산림) 등이 있다. 이들은 ① 사용에 따라 완전 소모되며, ② 자산의 대체는 오직 자연력에 의해서만 가능하다는 특징이 있다.
외국어 표기 減耗償却(한자)

"
391,"풍수해, 화재 등에 의하여 고정자산이나 재고자산, 현금 등에 발생한 손실을 처리하는 계정이다. 이러한 손실은 영업활동과는 무관한 임시적 가치손실이기 때문에 당연히 특별손실로 분류한다."
392,"

고정비율
회계·세무 용어사전

장기적으로 기업 지급능력을 알기 위하여 자기 자본이 얼마나 고정 자산에 투입되어 있는가를 알 필요가 있다. 고정비율이 100% 이하가 되면 고정자산은 자기자본으로 충당한 것이 되며 잔여분은 운전자본으로 활용되어 지급능력을 강화하는데 기여함을 알 수 있다.
			고정비율＝(고정자산/자기자본)×100%
		
외국어 표기 fixed ratio(영어)

"
393,"이자소득은 당해 연도에 발생한 다음의 소득을 총수입금액으로 한다(소득세법 제17조 1항).
	(1) 국가 또는 지방자치단체가 발행한 채권 또는 증권의 이자와 할인액
	(2) 내국법인이 발행한 채권 또는 증권의 이자와 할인액
	(3) 국내에서 지급하는 예금(적금·부금·예탁금과 우편저금을 포함한다)의 이자와 할인액
	(4) 상호신용금고법에 의한 상호신용계 또는 신용부금으로 인한 이익
	(5) 내국법인으로부터 받는 신탁(공채 및 사채 이외의 증권투자신탁을 제외한다)의 이익
	(6) 외국법인의 국내지점 또는 국내영업소에서 발행한 채권이나 증권의 이자와 할인액
	(7) 외국법인이 발행한 채권 또는 증권의 이자와 할인액
	(8) 국외에서 지급하는 예금의 이자와 신탁의 이익
	(9) 증권거래법에 의해 증권업 허가를 받은 법인이 환매기간에 따른 사전 약정이율을 적용하여 환매수 또는 환매도하는 것을 조건으로 매매하는 채권 또는 증권의 매매차익
	(10) 비영업대금의 이익
"
394,"분개는 거래를 분해하여 계정계좌에 기입하는 준비이다. 그러므로 거래를 분개하는 데에는 일정한 법칙이 있다. 이 법칙을 분개의 법칙이라 한다. 거래의 8요소에 대한 분개의 법칙을 표시하면 다음과 같다.
	① 자산의 증가는 차변에, 그 감소는 대변에 기입한다.
	② 부채의 증가는 대변에, 그 감소는 차변에 기입한다.
	③ 자본의 증가는 대변에, 그 감소는 차변에 기입한다.
	④ 비용의 발생은 차변에, 수입의 발생은 대변에 기입한다.
"
395,"통화대용증권이라고도 하며 현금과 같이 현금 계정으로 처리되는 것으로 은행권과 같은 법적 통화뿐만 아니라 타인발행의 수표, 자기앞수표, 송금수표, 우편환증서, 대체저금출급증서, 공사채의 만기이자표 등 언제나 현금과 교환할 수 있는 것을 말한다."
396,"사업자등록이란 납세의무자에 해당하는 사업자를 정부의 대장에 수록하는 것을 말하며, 부가가치세법상의 사업자등록증은 세적(稅籍)에 관한 일종의 증표라 할 수 있다. 신규로 사업을 개시하는 자는 사업장마다 사업개시일부터 20일 내에 정부에 등록해야 한다."
397,"자본금은 원시출자한 투자자본으로서 정관에서 발행주식의 액면총액으로 설정되어 있는 금액으로 보통주자본금, 우선주자본금 등이 이에 속한다.
	보통주는 기본적인 소유권을 나타내는 주식이다. 보통주는 기업이 실패할 경우 최종위험을 부담하고, 성공할 경우 이득을 받는 잔여지분의 성격을 갖는 주식이다. 우선주는 특정사항에 관해서는 보통주에 대하여 우선적인 권리가 부여된 주식이다.
	우선주에는 계약에 의하여 정하여진 범위내에서 보통주에 앞서 우선적으로 이익배당을 받을 수 있는 권리가 주어지고, 대신에 경영참가권인 의결권이 배제되고 추가적인 이익배당에 참여할 권리도 배제되는 것이 일반적이다.
"
398,"

임대료
회계·세무 용어사전

부동산 등을 임대사용하게 하고 수입하는 임대사용료를 처리하는 계정이다. 부동산임대업을 제외하고는 임대료는 영업외수익으로 기재하게 되나, 이러한 투자활동이 커져 부동산이 증대하면 이에 대한 유지, 관리비용도 증대하게 된다. 이러한 비용은 주된 영업수익과는 대응되는 것이 아니기 때문에 영업외비용에서 적절한 과목으로 표시되어야 한다.
외국어 표기 rental income(영어)

"
399,"매출액에 매출원가를 대응시켜 매출총이익을 계산하고, 이로부터 다시 매출 및 영업수익을 창출하기 위하여 간접적으로 소비된 판매비와 관리비를 차감함으로써 영업이익을 산출한다. 여기에 다시 영업활동과 관련이 없으나 경상적으로 발생하는 영업외수익과 영업외비용을 각각 가감하여 경상이익을 산출하며, 여기에 다시 특별이익과 특별손실을 각각 가감하면 법인세비용차감전 순손익이 계산된다."
400,"계정 또는 장표의 우측을 말한다. 부기발달의 초기에 있어서 기업과 기업외부의 대차관계를 기록하기 위하여 상대방의 인명을 과목으로 한 인명계정에 차방, 대방의 용어를 쓴 것으로부터 유래되었다고 말하고 있다. 즉 외부에서 부채를 차입하였을 때 차입금 계정의 대변에 기입하는 것은 차입처를 당방에 대하여 대여 즉, 채권자로 되어 있기 때문이다. 그러나 현대의 부기에서는 계정형식의 좌우를 구별하기 위한 부호에 불과하게 되어 있다."
401,보험차익은 보험사고가 발생하여 지급받은 보험금액이 피해를 입은 유형자산의 장부가액보다 많은 경우 그 차액을 말한다. 보험차익은 특별이익으로 처리한다. 또한 세법의 규정에 따라 유형자산에서 발생한 보험차익은 전액 일시감가상각비로 처리할 수도 있다.
402,"일정기간의 무료수선, 현품인환 등의 조건에 의하여 상품을 판매할 경우 이로부터 발생하는 장래의 손실에 관한 충당금이다. 회계처리방법은 설정시 차변에 판매보증금, 대변에 판매보증충당금, 수선시 차변에 판매보증충당금, 대변에는 현금예금 계정이 된다."
403,일정시점에 있어서 남아 있는 상품을 조사하여 그 현재액을 명백히 하는 일을 재고조사라 한다. 이 재고조사에는 기말상품의 수량계산과 가격계산을 병행하여야 명실공히 정확한 기말재고액을 계산할 수 있다.
404,"

개별원가계산
회계·세무 용어사전

기계 제작, 건축, 조선 등과 같이 규격이나 종류가 다른 여러 가지 제품을 개별적으로 생산하는 개별 생산이나 주문생산 형태에 알맞은 원가계산 방법으로, 특정제품별로 원가를 계산하는 방법이다.

"
405,"개발비를 자산 계산에 넣고 일정 연한(年限)으로 상각하는 것을 개발비상각이라고 한다.
	이같은 비용들은 일시에 거액이 될 수도 있는데, 지출한 사업연도만의 손비로 하여 경리하는 것은 그 사업연도의 손익을 틀리게 하는 것이 된다. 이런 비용들은 나중에 그 효과가 발생하는 것이기 때문에 순차적으로 차기 이후의 사업연도로 부담케 하는 것으로 되어 있으며 이연자산의 일종으로서 자산에 계상하게 된다. 세법에 있어서는 지출 후 5년 내에 매기 결산기에 있어서 균등액 이상으로 상각을 요구하고 있다.
"
406,"원가구성은 각 원가요소가 어떠한 범위까지 원가계산에 집계되는가의 관점에서 분류한 것이다. 대개는 다음의 4단계로 구분된다.
	① 직접원가 또는 기초원가
	② 제조원가 또는 공장원가
	③ 총원가 또는 판매원가
	④ 판매가격 또는 매가
"
407,"

상품
패션전문자료사전

매매를 목적으로 한 재화란 것. 메이커가 제조한 생산품은 제품이라고 한다. 이 제품이 메이커나 유통업에 있어서 거래의 대상으로 되었을 때, 즉 제품이 팔렸을 때, 제품은 상품(머천다이즈)으로 전화(轉化)되었다고 한다. 제품을 상품으로 하는 계획(상품화계획)을 머천다이징이라고 부른다.
외국어 표기 商品(한자)

"
408,"일정한 금액을 가지고 사무비의 전부 또는 일부를 갚게 하기 위하여 관서의 장에게 지급하는 금전이다. 즉, 도급경비는 예산사용상의 변태이다. 이것은 금액이 적은 것에 대하여 지출관이 번잡한 지출절차를 피하는 한편 금액을 인정함으로써 절약하려는 목적에서 설치된 제도이다."
409,임의적립금의 그 이용목적에 따라 구분한 것들 중 장래의 손실에 대비하는 것이다. 임원퇴직적립금은 임원의 퇴직금은 임시적이고 거액에 달하는 것이므로 그 지급에 대비해서 잉여금처분시에 설정하는 것이다.
410,"투자자산은 일시 소유의 유가증권과는 달리 원칙적으로 취득가액 또는 투자가액으로서 평가, 계산해야 한다. 즉 매입가액에 부대비용을 가산하고 이에 총평균법, 이동평균법을 적용하여 계산한 취득원가를 대차대조표가액으로 한다.
	다만 관계회사가 발행한 주식을 제외한 투자주식중 시장성 있는 투자주식은 시가에 의하여 평가하고 그 평가손익은 투자주식평가이익 또는 손실로 계상하여 자본조정항목에 부가 또는 차감항목으로 기재한다.
"
411,기업의 경영활동에 있어서 금전 및 기타 재산의 증감 변화를 일으키는 경제적 사건을 특수한 기장방법에 의하여 장부에 기록하고 계산하여 그 결과인 경영성과와 재무상태를 다양한 정보이용자들에게 제공하는 것을 말한다.
412,"기업회계상 당연히 경비로 계산해야 할 손비과목이지만 세무회계상 용인될 수 없는 성질의 것을 말한다. 현행 소득세법상 부동산소득과 사업소득금액 산출에 있어서 필요경비에 산입하지 않는 것은
	(1) 소득세와 소득할주민세(所得割住民稅)
	(2) 벌금·과료와 과태료
	(3) 국세징수법 기타 조세에 관한 법률에 의한 가산금과 체납처분비
	(4) 조세에 관한 법률에 의한 징수의무와 불이행으로 인하여 납부하였거나 납부할 세액
	(5) 대통령령이 정하는 가사의 경비와 이에 관련되는 경비
	(6) 각 연도에 계상한 감가상각자산의 감가상각비로서 제43조의 규정에 의하여 계산한 금액을 초과하는 금액
	(7) 단기투자자산(재고자산을 포함한다) 이외의 자산의 평가차손. 다만, 대통령령이 정하는 고정자산의 정상가액과 장부가액과의 평가차손은 제외한다.
	(8) 판매하지 않은 제품에 대한 반출군의 특별소비세 또는 주세의 미납액. 다만, 제품가액에 그 세액 상당액을 가산한 경우는 제외한다.
	8의 2. 부가가치세의 매입세액. 다만, 부가가치세가 면제되거나 기타 대통령령이 정하는 경우의 세액과 부가가치세 과세 특례자가 납부한 부가가치세액은 제외한다.
	(9) 차입금 중 대통령령이 정하는 건설자금에 충당한 금액의 이자
	(10) 채권자가 불분명한 차입금의 이자
	(11) 대통령령이 정하는 공과금 이외의 공과금
	(12) 각 연도에 지출한 경비 중 대통령령이 정하는 바에 의하여 직접 그 의무에 관련이 없다고 정부가 인정하는 금액
	(13) 선급비용
	(14) 업무에 관련하여 고의 또는 중대한 과실로 타인의 권리를 침해함으로써 지급되는 손해배상금 등이다.
"
413,"영세율 등 조기환급은 정규환급이 과세기간별 확정신고기한 경과 후 30일 내에 환급이 이루어지는 데 대해 수출사업자 또는 사업설비에 투자한 사업자의 자금부담완화를 위해 인정되는 제도이다.
	즉, 예정신고기간중 또는 과세기간 최종 3월 중 매월 또는 매 2월마다 해당사업자의 조기환급신고에 따라 미리 환급해 주는 제도를 말한다.
	사업자가 영세율 등 조기환급을 받고자 하는 경우에는 당해 조기환급신고기간 종료일로부터 25일 내에(부가가치세신고서에 당해 기간분의 세금계산서와 영세율 등 첨부서류를 함께 제출해야 하며 사업설비에 투자한 사업자는 사업설비투자명세서도 같이 제출함) 신고하며 관할세무서장은 영세율 등 조기환급신고기한 경과 후 15일 내에 사업자에게 환급해야 한다.
"
414,"회계담당자가 작성한 회계기록을 제3자가 검사하는 것을 말한다. 주로 회계기록이나 서류가 적정하게 작성되어 있는가, 허위 부정의 유무를 조사하는 것이다. 미국 회계학회는 회계감사란 기업의 경제적행위와 사건에 대한 피감사인의 주장이 이미 제정되어 있는 회계기준과의 합치정도를 판단하여 그 결과를 이해관계자에게 전달하기 위하여 객관적이고 합리적으로 증거를 수집하고 평가하는 조직적·논리적·체계적 과정이라고 정의하고 있다."
415,"일반적으로 경제가치의 측정 단위에는 물량단위와 화폐단위의 두 가지를 들 수 있는데, 물량단위는 가치비교의 동질성이 없고 한정된 범위내에서만 사용이 가능하기 때문에 원칙적으로 회계의 계산은 금액으로 표시되는 화폐단위계산이다."
416,미지급법인세는 법인세 등의 미지급액을 말한다. 그러나 이 미지급액에는 회사가 법인세법에 의하여 당해년도에 부담해야 할 세액이 전부 포함되므로 기업회계상 법인세비용차감전 순이익에 대하여 계산된 차액과는 차이가 발생하게 된다. 이 차이는 이연법인세차 또는 대로 하여 이연처리하게 된다.
417,"

변동비
매일경제

일정한 생산 설비로 조업도의 변화에 따라 크기가 변동하는 원가비목(原價費目)이다. 가변비라고도 하며 고정비와 대조적인 비용이다. 변동비 중 가장 대표적인 것은 원재료비이며 연료비나 야근수당 등 인건비의 일부도 포함될 경우가 많다. 매출액에 대한 변동비의 비율을 매출액 변동비 비율이라 한다.
동의어 가변비
참조어 고정비

"
418,"

거주자
회계·세무 용어사전

우리나라 소득세법상 거주자란 국내에 주소를 두거나 1년 이상의 거소를 둔 개인을 말한다(소득세법 제1조). 거주자는 내국인이든지 외국인이든지, 소득의 발생이 국내인지 국외인지에 관계없이 거주자는 모든 과세소득에 대해 소득세를 납부할 의무를 진다. 다만, 우리나라의 국적을 가지지 않은 사람은 국내에서 발생한 과세소득에 한해서만 납세의무가 있다.
외국어 표기 居住者(한자)

"
419,"갑종에 속하는 근로소득을 지급받는 근로소득자가 보험료공제·의료비공제·교육비공제·주택자금공제·배우자공제·부양가족공제·장애자공제·기부금특별공제·경로우대공제와 부녀자세대주공제를 받고자 할 때 하는 신고이며, 이 때 위 공제 사유를 표시한 신고서를 내게 되어 있다. 이 신고는 다음연도 1월분의 급여액을 지급받기 전에 한다."
420,"체납자의 재산에 대해 체납처분에 의한 압류를 한 때에는 다음과 같은 효력을 발할 수 있다.
	(1) 처분금지의 효력
	압류는 체납자의 특정재산의 법률상 또는 사실상의 처분을 압류채권자와의 관계에 있어서 상대적으로 금지하는 효력이 있다. 따라서 압류 후 그 재산의 양도 또는 지상권 등의 법률상 처분은 그 당사자간에는 유효하지만 압류채권자인 국가에는 대항하지 못하는 것이다.
	(2) 시효중단의 효력
	압류는 압류에 관계되는 국세채권의 징수권에 대한 시효중단의 효력이 있다.
	(3) 종물(從物)에 대한 효력
	민법상 종물은 주물의 처분에 따르게 되어 있다(민법 제100조 1항). 따라서 주물을 압류했을 때에는 그 압류의 효력은 종물에까지 미친다.
"
421,"고정자산을 사용할 수 없게 된 경우에는 이것을 장부에서 제거해야 한다. 이것을 고정자산의 제각이라고 한다. 장부잔액이 있는 고정자산을 제거할 경우에는 장부잔액을 제각손(除却損)으로 처리한다.
	또 고정자산을 매각한 경우에는 장부가격과 매각가격과의 차액은 고정자산 매각이익 또는 손실로 처리해야 하는데 이것은 본래의 영업활동에 의해서 발생한 것이 아니므로, 손익계산에 산입하지 않고 미처분이익잉여금을 가감하는 것이 합리적이다.
"
422,"동력에 의하여 작업을 행하는 발전기, 전동기, 공작기계, 작업기계 등의 여러 기계와 재료 등을 내부에서 분산변질케 하는 화학, 냉동장치 등을 말한다."
423,"투자자들은 기업의 안전성, 수익성 및 활동성비율 등에 관심을 가질 뿐만 아니라 기업의 성장성에도 또한 많은 관심을 갖는다. 기업의 성장성을 판단하고 또한 예측하기 위해서는 매출액증가율, 총자산증가율, 경상이익증가율, 당기순이익증가율의 비율을 많이 사용한다. 과거 수년간의 이러한 비율들을 비교 분석함으로써 보다 효율적인 판단자료로서 기업경영에 활용되게 된다."
424,"

자산
회계·세무 용어사전

자산이란 자원 또는 경제적자원이라고도 하는 것으로 특정의 기업 또는 경제적 실체가 과거의 거래, 사상등의 결과로 획득하거나, 통제하고 있는 미래의 획득가능한 경제적인 효익이라고 정의 될 수 있다. 쉽게 말하면 기업에 도움이 되는 재화나 채권 등을 말한다.
외국어 표기 assets(영어)

"
425,"회계에 있어서 자본이란 자산총액으로부터 부채총액을 차감한 순재산액을 말하며, 그 원천은 기업의 소유주나 주주의 출자와 기업활동의 결과로 나타나는 순이익으로 이루어지는 것이 일반적이다. 이것을 금액으로 나타냈을 때 순재산액, 자기자본 또는 자본이라 한다."
426,"특수회계문제 중심의 과목으로, 연결재무제표의 작성이 많은 부분을 차지하고 그밖에 조합기업회계, 합병회계, 외화환산회계 등을 다루는 회계를 말한다."
427,"당좌비율이라고 불리우며, 현금 및 당좌예금 등의 당좌자산(유동자산에서 재고자산을 공제한 것)과 유동부채와의 비율을 나타낸 것이다. 유동비율의 보조로 쓰여진다.
	(당좌자산/유동부채)×100%
	이 비율은 100% 이상이 되는 것이 바람직하다고 되어 있다. 그것은 당좌자산이 유동부채를 변제하고 역시 나머지가 있어야 되기 때문이다. 이 비율은 즉각적인 지급능력을 확인하는데 있어 유효하지만, 지나치게 중시하면 기업측은 재고자산을 수취계정으로 전환하여 이 비율을 양호하게 하는 폐해를 동반한다. 또 매출채권에 불량한 것이 있는가 없는가를 확인하지 않으면 안 된다.
"
428,수탁판매란 타인의 물건을 대신 판매해 달라고 위탁받은 경우의 판매방식을 말한다. 타인으로부터 상품의 판매를 위탁받은 경우 위탁자와의 거래관계를 처리하기 위해 수탁판매계정을 설정한다.
429,"차입자본 또는 부채라고도 불리운다. 기업에 투입되어 있는 자본가운데 기업주가 스스로 투입하지 않고 타인으로부터 차입한 자본부분을 말한다. 자기자본은 주식에 의하여 조달되지만 타인자본의 내용은 매입금, 지급어음 등의 단기타인자본과 사채, 차입금 등의 장기타인자본으로 나누어진다. 타인자본의 용어를 부채와 구별하여 쓰는 것은 이것들이 자기자본과 같이 자금적입장에서는 기업자본의 일부라고 하는 사고방식에 기조한 것이다."
430,"과세요건이 충족된 때 납세의무는 성립한다. 그런데 조세는 성립해도 확정되지 않는 것과 성립과 동시에 확정되는 것이 있다.
	예컨대 소득세 중 사업소득의 경우, 12월 31일이 경과함으로써 납세의무가 성립되기는 하지만 5월 31일 기한의 신고이행으로써 비로소 의무내용이 구체적으로 확정된다.
	이에 반해 인지세법에 있어서는 기재금액이 5,000원 이상인 과세문서를 작성교부하면 납세의무가 성립되고 동시에 그 세액(5,000원 이하는 1통에 10원)도 확정된다.
	납세의무의 방식에는 신고납세, 부과과세의 두 가지가 있는데 신고납세방식은 납부해야 할 세액이 납세자의 신고에 의하여 확정됨을 원칙으로 하며 부과과세방식은 납부해야 할 세액이 전적으로 세무서장 또는 세관장의 처분(부과결정)에 의하여 확정된다.
"
431,"토지의 수익에 과하는 세금으로, 지세의 세원은 토지로부터 발생하는 모든 수익이지만 주주가 얻은 순지대(純地代)인가 어떠한가는 비교적 명료하지 못하다.
	토지세의 과세표준은 처음에 면적수확고였으나 보통 토지의 임대가격, 토지의 평균수익 또는 지가로 하고 있다. 지가에 관해서도 수익지가에 의하는 경우와 매매가격에 의하는 경우가 있다. 세율도 과거에는 배부세였으나 현재는 정률세이다.
"
432,"

당좌차월
매일경제

은행과 미리 당좌차월계약(은행 입장에서는 당좌대월계약)을 체결하여 일정한 한도 내에서 예금잔액을 초과하여 수표를 발행하여도 은행이 지급할 수 있도록 하는 것을 말한다. 당좌차월은 은행에 대한 회사의 부채이며 보통 이자가 붙어 지급이자가 발생한다.

"
433,"

공증
(주)조세통람

공증이란 준법률행위적 행정행위에 속하며 국가나 공공단체와 같은 단체가 직권에 의해 특정사실 또는 법률관계의 존재를 공적으로 증명하는 행위를 말한다. 공증된 사실 또는 문서에 대하여는 반증이 없는 한 공증된 대로 공적인 증거력이 확보되며, 법률이 정하는 바에 따라 여러 가지 법적 효과가 발생한다.
외국어 표기 authentication(영어), 公證(한자)

"
434,간이세액조견표는 매월분의 갑종근로소득에 대한 원천징수세율표를 말한다.원천징수 의무자가 매월분의 근로소득을 지급함에 있어서 소득세를 원천징수하는 때에는 간이세액조견표 해당란의 세액을 원천징수하여 관할세무서에 납부해야 한다. 장애자 공제를 받은 자에 대한 소득세를 원천징수하는 때에는 공제대상 장애자 1인을 부양가족 1인으로 보고 간이세액조견표 해당란의 세액을 원천징수해야 한다.
435,"회피불능비와 대비되는 용어로 경영관리의 목적을 달성하기 위하여 꼭 필요치 않는 원가이다. 예를 들어, 수선하여도 하지 않아도 될 때의 수선비를 말한다."
436,조세를 직접 납부하는 자가 납세자이며 최종적으로 조세를 부담하는 자는 담세자이다. 예를 들면 소득세나 상속세는 납세자가 곧 담세자인데 반해 주세같은 것은 납세자가 주조업자이므로 그 세금은 가격에 포함되어 소비자의 부담이 되는 것이기 때문에 이 경우에는 납세자와 담세자가 별개인 것이다. 담세지정자는 입법자의 의사에서 궁극의 담세자라고 고찰되는데 반드시 실제의 담세자와 일치하지는 않는다.
437,비망을 목적으로 하여 설정되는 계정을 말하며 두 가지 종류가 있다. 그 하나는 우발채권·채무와 매매계약등 부기상의 현실거래는 아니나 비망적 기록의 필요있는 사항을 처리하는 부외자산과 재산관리등의 필요에서 명목가액을 붙여 표시하는 계정이 있다. 예를 들면 상각이 끝난 자산 등이 있다.
438,"재무분석은 재무제표나 기타 자료를 분석하여 기업의 재무상태와 경영활동성과의 양부를 판단하는 방법이므로, 이들 분석자료는 어디까지나 재무제표나 기타 부속자료가 중심이 되고 있어 이들 자료에만 한정되어 있다. 그러므로 분석결과에도 필수적인 한계가 존재하게 된다.
	① 인위적인 한계 : 재무분석의 기본요소인 재무제표의 계수가 선의이든 악의이든 분식 가감되는 경우가 있어 재무제표가 경영상태를 100% 정확하게 표시하고 있다고는 할 수 없다는 재무분석의 한계를 말한다.
	② 본질적인 한계 : 회계숫자를 자료로 하는 재무분석이란 결국 종합적 판단이 되지 못하고 부분적 관찰에 불과하므로 이러한 점에서 재무분석은 본질적인 한계성을 가진다.
"
439,유동비율은 유동자산을 유동부채로 나눔으로써 계산한다. 유동부채는 보통 1년 이내인 영업주기내에 현금으로 전환될 수 있기 때문에 유동비율은 단기채무를 지불할 수 있는 기업능력의 직접적인 척도를 제공한다. 유동자산을 유동부채로 나누어 유동비율을 구한다.
440,"국고보조금, 공사부담금 또는 보험금 등으로 고정자산을 취득하는 경우 그 국고보조금 등에 과세하게 되면 본래의 목적에 반하거나 국가 또는 경제정책에 비추어 불합리한 결과가 생길 수 있다. 그러므로 법인세법은 일정한 요건아래 그러한 자금으로 취득한 고정자산에 대해서는 일시상각손을 계상하여 손금산입하게 하는 동시에 일시상각충당금을 설정하여 당해 고정자산 상각시 감가상각비는 일시상각충당금과 상계해야 한다."
441,"손익계정의 차변합계는 급여, 이자비용, 잡비 등의 총비용의 합계를 나타내며, 대변합계는 매출총이익, 이자수익, 배당수익 등의 총수익의 합계를 의미한다. 그러므로 대변합계가 차변합계보다 클 때에는 그 차액은 순이익이 되고 반대로 차변합계가 대변합계보다 클 때에는 그 차액은 순손실이 된다."
442,"기업회계기준에서는 자산을 크게 유동자산과 고정자산으로 나누고 있으며, 유동자산은 현금 및 비교적 단기에 회수 또는 판매에 의하여 현금화 할 수 있는 재화로서 변동하는 속도가 빠르며, 적어도 1년에 한 번 이상 변동을 가지는 자산을 말한다. 이는 다시 당좌자산과 재고자산으로 나뉜다.
	고정자산은 판매를 목적으로 하지 않고, 1년 이상 기업 내부에 고정화 되어 다른 기업을 지배, 통제하거나 여유자금의 증식을 목적으로 또는 경영수단으로써, 반복 사용되고 장기적으로 그 사용 형태에 변화를 가져오지 않는 자산으로 투자자산, 유형자산과 무형자산, 이연자산으로 구분된다.
"
443,농가부업소득이라 함은 농어민이 부업으로 영위하는 축산·양어·고공업 등의 소득을 말한다. 이 소득 중 ① 농가부업규모의 축산소득과 ② 축산소득 이외소득으로서 연 3천만원 이하의 소득에 대해서는 비과세 한다.
444,"기업은 기업내의 유휴자금을 유용하게 활용하거나, 또는 장기적인 투자의 목적으로 유가증권을 소유한다. 이들 유가증권은 기업의 소유목적에 따라 증권자체는 동일하더라도 유동자산과 투자자산으로 구분된다. 즉, 일시적으로 유휴자금을 이용하여 이자나 가격차이 등에 의한 이익목적으로 소유하는 유가증권은 유동자산에 속하고, 그렇지 않은 것은 투자자산에 속한다. 유가증권에는 주식, 국채권, 지방채권, 사채권, 수표, 어음 등의 여러 가지가 있다."
445,"내국법인이 규정에 의하여 제출해야 할 지급조서를 기한 내에 제출하지 않았거나 제출된 지급조서가 불분명한 것을 불명자료라고 하는데, 지급조서를 제출하여야할 자 또는 법인이 당해 지급조서를 제출기한 내에 제출하지 않았거나 제출된 지급조서가 불분명한 경우에 해당하는 때에는 미제출·불명분 지급금액의 2%에 상당하는 금액을 결정세액에 가산하며, 산출세액이 없는 경우에도 이 가산세는 적용한다."
