,0
167,나뭇잎은 모든 라테아트의 기본이 되는 디자인이다. 나뭇잎 모양의 라테아트를 잘 한다면 다른 모양들도 쉽게 만들 수가 있다. 나뭇잎 모양은 어렵지만 잘 할 수 있다면 다른 어떤 모양보다 화려하고 멋있는 연출이 가능하다.
168,두부부침 하나만 있어도 밥 한 공기 뚝딱이죠? 맛도 좋고 건강에도 좋은 두부부침 오늘 저녁 반찬으로 만들어 봅시다.
169,흰 가래떡에 고기와 야채를 고추장 양념장으로 볶은 음식이다. 미국인들이 선호하는 재료 중 하나인 모짜렐라치즈와 치즈가 첨가 되어있는 떡을 사용해서 입맛을 사로잡았다.
170,"돼지고기(삼겹살 또는 목살) 600g, 양파 1개, 식용유 1큰술, 쪽파 2개"
171,"모히토는 스매시(브랜디 스매시)에 레몬이나 라임 주스를 첨가한 것. 롱 드링크의 스타일의 하나이다.제조방법재료럼(골드) | 45ml라임 주스 | 1/2개분설탕 | 1tsp.민트잎 | 4장텀블러에 라임을 짜 넣고, 껍질도 안에 넣는다. 민트잎과 설탕을 넣고 설탕을 녹이면서 민트잎을 으깬다. 크래슈드 아이스로 채우고, 럼을 따라서 글래스 표면에 서리가 낄 때까지 충분히 젓는다. 민트잎으로 장식하고 빨대를 꽂는다."
172,두부·호박 등 다양한 재료를 넣고 된장으로 간을 하여 끓인 찌개이다. 된장은 콩을 발효시켜 만든 식품으로 음식의 간을 맞추고 맛을 내는 조미료 역할을 한다.
173,"재료마요네즈 100ml(½C), 토마토 케첩 80ml(5⅓T), 레몬 주스 25ml(5t), 백포도주 10ml(2t), 타바스코 2ml(⅓t), 다진 양파 20g, 다진 셀러리 10g, 다진 블랙 올리브 10g, 다진 홍피망 10g, 다진 청피망 10g, 다진 피클 10g, 삶은 계란 1ea, 흰 후추 약간, 소금 약간방법① 오목한 그릇에 마요네즈를 담은 후 준비한 재료를 넣는다.② 각 재료들이 섞이도록 잘 저어준다.③ 만드는 사람의 취향에 따라 재료를 추가한다.④ 피클 주스로 농도를 조절하면 풍미를 더할 수 있다."
174,매콤한 것을 잘 먹지 못하는 어린 아이들이나 담백한 음식을 즐기고 싶은 어른들을 위한 가벼운 느낌의 볶음밥입니다. 특별한 재료 없이 참치캔 하나 달랑 있는 날에 참치볶음밥 어떨까요? 참치캔 하나로 풍요로워지는 식탁을 연출할 수 있답니다.
175,"감기를 예방하는 천연 상비약 대추생강차, 겨울철 아이가 감기 기운이 있을 때 생강과 대추를 넣고 끓여 먹여보세요.감기를 이기는 데 큰 도움이 될 거예요."
176,"꽃게양념무침은 싱싱한 게살과 여러 가지 양념맛이 어우러져 식욕을 돋우는 데는 최고로 꼽힌다. 그래서 대부분의 한식 전문집에는 꽃게양념무침이 꼭 따라 나오는데 봄에는 암게, 가을에는 수게가 더 맛이 있다. 꽃게는 야행성이어서 달이 없는 그믐 때 잡은 것이 훨씬 맛이 있고 살도 많다."
177,"부추김치는 경상도에서 즐겨 먹는 김치로, 멸치젓으로 절여서 맵게 버무리면 칼칼하고 개운하며, 담가서 바로 먹는 여름철 별미 반찬이다. 부추는 잎이 연해서 다른 김치처럼 마구 버무리면 풋내가 나므로 조심스럽게 버무려야 한다. 또 소금에 절이면 수분이 빠져 질겨지므로 젓국만으로 국물 없이 담그는 것이 좋으며, 자꾸 뒤적이지 말고 빨리 담가야 한다. 부추김치는 빨리 시어 버리는데, 시어지면 맛이 없으므로 조금씩 담가 먹는다. 여름철이면 담근 지 하루 저녁 만에 먹을 수 있고 버무려서 바로 먹기도 한다."
178,양념한 밥을 다양한 모양으로 만들어 간편하게 손에 들고 먹을 수 있는 음식이다.
179,비타민과 식이섬유가 풍부한 백년초로 효소를 만들어 요리에 활용해 보세요.
180,마트에서 저렴하고도 쉽게 구할 수 있는 참치캔을 이용한 주먹밥입니다. 참치캔과 밥만 있으면 언제 어디서든 간편하게 만들어 낼 수 있는 요리지요. 좋아하는 야채 하나씩 다져서 함께 뭉쳐내시면 모양도 예쁘고 맛도 고소해 남녀노소 누구나 좋아하는 주먹밥을 만드실 수 있답니다.
181,닭갈비 먹으러 춘천 갈 필요 있나요? 집에서도 푸짐한 닭갈비 한 상 즐길 수 있답니다.
182,"소량의 소금을 원하는 사람이 있는가 하면, 타바스코가 아니면 안된다는 사람도 있는사연이 있을 듯한 「피투성이의 메리」라는 칵테일명은 영국 여왕인 메리1세의 별명에서 왔다. 그녀의 재위 중에 프로테스탄트와 가톨릭 사이에 전쟁이 일어났다. 많은 사람들이 피를 흐린 비참한 역사가 칵테일명에 남아있는 것이다.이 칵테일을 즐기기 위해서는 자기의 기호에 맞는 독자적인 향신료를 발견하는 것도 하나의 요령. 외국에서는 칵테일과 함께 식염, 후추, 타바스코 소스, 우스타 소스 등을 갖추고 있는 술집이나 레스토랑도 있다. 글래스의 가장자리에 장식된 레몬 조각은 유리막대로 으깨서 기호에 맞게 과즙을 조절하는데 사용한다.베이스를 진으로 하면 블러디 섬, 최근 유행하는 테킬라를 베이스로 하면 스트로 햇이 된다.제조방법재료보드카 | 45ml자른 레몬 | 1/6개토마토 주스 | 잔량 부분1. 텀블러에 보드카를 따르고, 6등분한 레몬을 장식한다.2. 얼음을 넣고 토마토 주스로 나머지를 채운다. 마지막으로 유리막대를 꽂는다.※ 설탕은 잘 뭉쳐지는 설탕을 사용, 다른 리큐어 잔에 넣어서 모양을 만든 다음, 레몬 슬라이스로 뚜겅을 덮고, 거꾸로 들면 아름다운 모양이 만들어진다. 또한 설탕에 커피 파우더를 섞어도 무방하다.※ 레몬조각 대신에 레몬 주스를 넣고, 레몬 슬라이스로 장식해도 된다."
183,굴이 들어가 시원한 맛이 두 배가 되는 굴국은 찬바람 불기 시작하면 생각나는 메뉴입니다.
184,"이면수 1.4kg, 깨소금 1작은술, 후춧가루 ⅛작은술양념장 간장 2큰술, 조청 1작은술, 다진 마늘 1작은술, 생강즙 1작은술, 참기름 1작은술"
185,"찐 깻잎을 간장에 숙성시킨 장아찌이다.방법 1 : 깻잎을 쪄서 포개어 양념장(간장, 설탕, 마늘채, 생강채, 통깨, 실고추)을 발라 항아리에 담아 두었다가 3일에 한 번씩 간장을 따라내어 끓여서 붓기를 3∼4회 반복하여 숙성시킨다(상용, 전북, 제주).방법 2 : 실로 묶은 깻잎을 끓는 물에 데친 후 멸치젓국, 채 썬 대파ㆍ마늘, 통깨, 실고추를 섞은 양념을 고루 발라 한 묶음씩 말아서 항아리에 담고 돌로 눌러 삭힌다(충북).제주도에서는 유잎지라고도 한다."
186,"고소하게 볶은 제철 반찬, 고구마순 볶음 입니다."
187,매운맛이 나는 파김치는 전라도에서 많이 담그는데 중간 굵기의 쪽파로 담근다. 쪽파는 흰 부분이 많은 재래종이 단맛이 많아 김칫거리로 알맞다. 이 김치도 갓김치와 같이 오래 묵히면 깊은 맛을 느낄 수 있다. 맵고 진한 맛이라 멸치젓을 많이 넣어 잘 삭혀 먹는다.
188,"새콤달콤 매콤하게 맛있는, 무생채 입니다."
189,"가래떡은 멥쌀가루를 쪄서 안반에 놓고 매우 쳐서 둥글고 길게 늘여 만든 것으로 모양이 길다고 하여 가래떡이라 부른다. <동국세시기, 1846>에 “백탕(白湯) 또는 병탕(餠湯)이란 음식을 설날 아침에 반드시 먹었으며 손님이 오면 이것을 대접했다”고 기록되어 있다. 지금은 대부분의 가정에서 어슷하게 썬 시판용 떡국을 끓여 먹으나 예전에는 한 해의 무사안녕을 기원하여 태양처럼 가래떡을 동그랗게 썰어 만든 태양떡국을 먹었다. 개성지방에서는 고려 이전부터 허리가 잘록한 조롱박 모양의 조랭이떡국을 새해 아침에 먹었는데, 그 이유는 그것이 마치 엽전 꾸러미와 닮았기 때문으로 장삿술에 능했던 개성사람들이 새해에도 집안에 재물이 넘쳐나길 기원하는 의미가 담겨 있다."
190,단맛과 매콤함이 조화로운 소스
191,"재료발사믹 식초 100ml(½C), 진간장 50ml(¼C), 마요네즈 250g, 설탕 190g, 찐 단호박 50g, 다진 적양파 40g, 흰깨 25g, 검은깨 15g, 다진 마늘 10g방법① 흰깨와 검은깨는 믹서에 거칠게 간다.② 모든 재료를 믹서에 넣고 곱게 간 후 냉장 보관하여 사용한다."
192,"찹쌀밥에 꿀과 간장·대추·밤·잣 등을 넣고 찐 음식이다. 약밥이라고도 하며 정월 대보름의 시식(時食)뿐만 아니라, 신라 소지왕 때 까마귀에게 보은하는 제물로도 쓰였다."
193,육질이 고기 부럽지 않는 식감을 지닌 새송이버섯과 각종 야채를 넣어 가볍게 볶아 보세요. 버섯의 향과 함께 부담 없이 즐길 수 있는 밥 반찬이랍니다.
194,늦가을 버섯은 단백질은 물론 베타카르틴과 미네랄이 아주 풍부해요. 또한 맛과 향이 좋아 오래 끓여도 특유의 쫄깃함이 살아있어 불고기 전골용으로 인기만점이죠. 감칠맛 나는 육수에 잘 숙성된 연한 불고기 맛이 어우러져 그 맛이 더욱 일품인 버섯불고기 전골. 저칼로리에 식이섬유가 풍부해 다이어트와 미용에도 좋은 웰빙식품이랍니다.
195,"맨해튼보다 더 빛나는 런던의 야경을 위한 한 잔런던의 고급 호텔인 「더 사보이」의 바텐더인 허리클라우드씨가 창안했다고 한다. 로브 로이는 스코틀랜드의 의적인 로버트 맥클레거의 별명. 귀족중에서는 상당히 나쁜 악당이었던 것 같은데, 극화됨으로서 점차로 미화된 것이 이 칵테일의 이름의 유래인 것 같다.스카치 위스키 대신에 아메리칸 위스키를 베이스로 만들면 맨해튼이라는 유명한 칵테일이 되는데, 과거 일본에서는 맨해튼도, 로브 로이도 모두 일본제 위스키로 만들었다. 그때와 다른 점은 맨해튼은 젓고, 로브 로이는 흔들었다는 점. 그러나 외국에서는 압도적으로 젓는 바텐더가 많으며, 본서에서도 젓는 방법을 채택했다.제조방법재료스카치 위스키 | 2/3스위트 베르무트 | 1/3앙고스튜라 비터 | 1dash마라스키노 체리 | 1개1. 스카치 위스키, 스위트 베르무트, 앙고스튜라 비터를 혼합 글래스에 넣고 젖는다.2. 칵테일 잔에 붓고 마라스키노 체리로 장식하면 완성."
196,"부추는 몸을 덥게 하여, 찬 사람에게 좋으며 감기도 예방해주는 채소입니다. 푸릇함이 가득하게 살짝 버무려 육류 요리와 함께 즐겨 보세요."
197,"토막 낸 닭과 감자를 냄비에 넣고 매운 양념장에 버무려 물을 부은 뒤 국물이 조금 남아 있을 정도로 끓인 음식입니다. 탕보다는 국물이 많이 적고, 그렇다고 국물이 거의 없는 찜은 아니고, 그 중간 형태의 조림과 비슷하다고 생각하면 될 것 같습니다."
198,"빙떡은 메밀가루를 묽게 반죽하여 기름을 두른 번철에 얇게 펴놓고 가운데에 삶아 양념한 무채를 소로 넣고 말아서 지져낸 떡이다. 돌돌 말아서 만든다고 해서 '빙떡' 또는 멍석처럼 말아 감는다고 해서 '멍석떡'이라고 하며, 이 밖에도 전기떡·쟁기떡·연빙 등 여러 이름으로 불리어진다."
199,"잡과병은 멥쌀가루에 밤, 대추, 곶감, 호두, 잣 등의 여러 가지 견과류를 섞어 시루에 찐 무리떡으로 여러 가지 과일을 섞는다는 뜻에서 잡과(雜果)라는 이름이 붙여졌다. <규합총서, 1815>에 '잡과편', <증보산림경제, 1766>에 '잡과고' 등으로 기록되어 있으며, 유자청건지의 상큼한 향미와 견과류의 씹히는 맛이 어울려 과히 일품인 영양적으로도 우수한 떡이다."
200,"
	연변 조선족은 디비(두부)를 가을에서 겨울철에 특히 많이 만들었다. 예전에는 노란콩을 맷돌에 갈아서 ‘주머니자루’에 넣은 후 국물을 꼭 짜서 콩물을 만들고 가마솥에 물과 함께 오랜 시간 뭉근하게 끓여 식힌 후 소금을 조금 넣었다. 
	
	온기가 식으면 강초(혹은 간수)를 물에 타서 넣고 두부판 위에 베보자기를 펴서 그 위에 콩물을 부어 굳혔다. 두부가 완전히 굳으면 칼로 네모지게 자르는데 네모지다고 해서 모두부라고 불렀다. 두부로는 디비볶음, 디비전, 두부미역국 등 다양한 요리를 만들었다.
"
201,"우리 전통 한식 요리 꽃게양념장무침, 만들어 보세요."
202,"바나나 ⅓개, 키위 ½개, 사과 ½개, 양상추·치커리 각 20g〈요거트 소스 재료〉플레인 요거트 1개, 올리고당 ¼작은술, 레몬즙 1작은술"
203,"재료물 600ml(3C), 간장 80ml(5⅓T), 설탕 20g, 가쓰오부시 10g, 다시마 5g방법① 물에 다시마를 넣고 끓이다가 물이 끓기 시작하면 다시마를 건져낸다.② 불을 끄고 가쓰오부시를 넣어 가라앉힌 뒤 체에 거즈를 깔고 걸러낸다.③ ②의 다시 국물에 간장과 설탕을 넣어 끓인다.④ 한소끔 끓고 나면 불을 끄고 작은 종지에 담아낸다."
204,"주로 초콜릿 속의 충전물로 사용되며 초콜릿 타르트의 충전물인 크렘 파티시에와 섞어 초코 크림을 만들기도 한다.누가 초콜릿을 ‘악마의 유혹’이라고 했던가. 그 달콤함에 중독되면 헤어나기 힘든 초콜릿은, 카카오 함량에 따라 쓴맛의 강도가 다르기 때문에 기호에 맞게 선택하는 것이 좋다.초콜릿 소비량으로 따지면 벨기에가 세계 제일이지만, 프랑스도 그에 못지않은 초콜릿 천국이다. 파리에서는 ‘살롱 드 쇼콜라(Salon du chocolat)’라는 초콜릿 전시회도 열리는데, 매회 새롭고 독특한 제품이 선을 보이고 있다. 프랑스의 초콜릿 숍에 가면 그 다양함과 독특함에 놀라움을 금치 못하게 된다. 물론 그만큼 가격도 놀라울 정도로 비싸다. 우리나라에는 아직 전문 초콜릿 숍이 많지 않아 늘 아쉬운 마음이다. 가나슈는 제조 시 거품기 대신 핸드 블렌더를 사용해야만 공기 투입을 방지할 수 있다.준비 재료생크림 150g, 물엿 15g, 다크 초콜릿 150g, 버터 50g만드는 법1. 그릇에 생크림과 물엿을 넣고 살짝 데운다.2. 다진 초콜릿에1) 끓인 생크림을 넣고 초콜릿을 녹인다.3. 블렌더로 식히면서 버터를 넣어 섞으면 완성.초콜릿은 수분에 대한 반응이 커서 만드는 과정에 물이 들어가면 굳어 버리기 때문에, 사용하는 그릇이나 도구에 물기가 없도록 주의해야 한다."
205,"데미글라스 소스는 서양요리에서 갈색 소스 기초 소스로 알려져 있다. 일부 호텔은 퐁드보 리에(fond de veau lie)를 기초 소스로 사용하는 곳이 있는데 주방 책임자의 취향에 따라 변한다. 하지만 모체 소스는 재료, 맛, 색, 향기, 농도가 중요하므로 처음 기초 육수를 만들 때 조심해야 우수한 모체 소스를 만들 수 있고 이 모체 소스를 기초로 해야 파생 소스가 좋아진다.예전에는 ‘brown sauce’라는 용어가 주로 전통적인 에스파뇰과 데미글라스와 함께 폭넓게 동일시되어 왔다. 오늘날에는 브라운 소스나 스톡을 기본으로 한 jus de veaulie, pan sauce 또는 졸여진 형태의 소스를 가리킬 수도 있다."
206,쌉쌀한 인삼을 달달한 설탕에 조리고 꿀로 윤기를 더한 정과 중에 가장 고급 정과로 감사한 분께 선물해 보세요.
207,"오메기떡은 차조가루를 둥글게 빚어 도넛처럼 가운데 구멍을 내고 삶아서 콩가루나 팥고물에 굴린 것으로 제주도 지방에서는 오메기술을 만들 때, 콩개역(콩고물)을 묻히지 않고 밑떡으로 쓴다. 예로부터 척박한 땅에서도 잘 자라 중요한 곡물로 재배되어 온 조는 그 입질에 따라 차조와 메조가 있으며, 소화 흡수율이 맥류 보다 좋고 비타민 B1, B2가 많이 함유되어 있으며 무엇보다 저장성이 좋아 장기 보존하더라도 맛이 변하지 않고 충해도 적다. 한방에서는 조길금이라 하여 싹 틔운 조를 말려서 쓰는데, 신장을 보(補)하고 소화장애와 체하고 입맛이 없을 때에 효과가 있다고 한다."
208,"과거에는 하이볼이라는 이름으로 친숙했던 칵테일현재에는 위스키 소다라는 이름이 일반적이지만, 과거에는 「하이볼」이라는 이름으로 친숙했던 것이 이 칵테일이다. 상쾌한 맛으로, 누구라도 쉽게 친숙해질 수 있는 것이 최대의 특징이다. 위스키에 소다수를 섞는 것은 아메리칸 위스키를 사용하는 경우에 많으며, 스카치 위스키에 소다수를 섞는 경우는 별로 없다.특히 위스키의 본 고장인 영국사람들은 향과 맛이 떨어진다고 해서 위스키를 물에 섞어서 마셨다.혼합음료인 「하이볼」은 소다수만이 아니라, 미네랄 워터, 콜라, 진저 에일, 토닉 워터 등 술에 다른 음료를 섞은 음료수 전체를 가리키는 말이다. 정확을 기하기 위해서 소다수를 섞은 것은 「위스키 소다」라고 확실히 주문하기 바란다.제조방법재료위스키 | 45ml소다수 | 잔량 부분1. 텀블러에 위스키를 붓는다.2. 얼음을 넣은 후, 소다수로 채운다.※ 기본적으로 글래스는 8온스 텀블러를 사용한다. 위스키의 양은 1과 1/2온스(45ml)를 기준으로 한다."
209,"재료마요네즈 150ml(¾C), 레몬즙 10ml(2t), 다진 피클 15g, 다진 양파 15g, 다진 블랙 올리브 5g, 청양고추 파우더 1g, 삶은 계란 1ea, 피클 주스 약간, 소금 약간, 후추 약간방법① 마요네즈에 삶은 계란을 다져서 넣는다.② 피클, 양파, 올리브를 넣는다.③ 청양고추 파우더와 피클 주스를 넣어 혼합한다.④ 레몬즙과 소금, 후추로 맛을 낸다."
210,올챙이국수는 옥수수전분으로 죽을 쑤어 바가지 구멍을 통해 찬물이 담긴 자배기에 밀어 내리면 똑똑 떨어져서 묵이 되는데 그 굳은 형태가 마치 올챙이와 비슷하다고 해서 붙여진 이름이다. 매끄러운 감촉과 구수한 맛이 여름철 별미로 사랑받고 있다.
211,"베타 카로틴과 식이섬유가 풍부한 건강 주스, 당근 사과주스 입니다."
212,"우리 전통 한식 요리 골뱅이소면무침, 만들어 보세요."
213,느끼할 수 있는 삼겹살을 고추장 양념으로 잡아 매콤하지만 담백한 삼겹살을 즐겨 보세요.
214,닭고기 싫어하는 우리 아이들을 위해 엄마의 특급 정성 샐러드 요리. 구수한 견과류와 고소한 소스가 어우러진 맛있는 치킨샐러드입니다.
215,"흔한 요리보다는 특별한 요리를 즐기는 사람들에게 적합한 요리입니다. 차가운 아이스크림을 뜨거운 기름에서 튀겨내는 음식이지요. 뜨거운 온도에서 살짝 튀겨내어 겉은 바삭, 고소하고 안은 시원한 아이스크림이 들어 있는 아이스크림튀김 한 번 드셔 보세요."
216,동글동글 달콤한 마카롱을 한입에 쏙쏙!! 차와 함께 드세요!
217,깻잎을 된장에 박아 숙성시킨 장아찌이다.방법 1 : 약간 억센 것으로 10장씩 묶은 깻잎과 된장을 항아리에 켜켜로 담고 맨 위에는 된장을 덮어 1개월 정도 삭힌다(전남).방법 2 : 소금물에 삭힌 깻잎을 된장에 박아 숙성시킨다(제주).충북에서는 된장에 숙성시킨 장아찌를 꺼내어 된장을 제거하고 양념을 깻잎 사이사이에 발라서 쪄낸다.
218,"
	중국은 도토리를 식품으로 활용하지 않기 때문에 운남성을 비롯한 전국 각지에서 사료로 수출했다고 한다. 그런데 연변 조선족은 도토리를 사용하여 묵을 쑤어 음식을 만들 수 있었고, 이렇게 만든 묵을 한족들에게 판매하기도 했다. 
	
	한족은 도토리묵의 맛이 좋아서 조리법을 배우려고 했으나 연변 조선족은 그 방법을 알려주지 않았다고 한다.
"
219,쇠고기 중에서도 기름기가 많은 부위로 꼽히는 차돌박이를 담백한 방법으로 요리해 샐러드처럼 즐길 수 있습니다. 부드러운 영양부추와 곱게 썬 파프리카가 차돌박이의 맛을 한층 업그레이드 시켜줍니다. 간장과 생강즙으로 만든 양념에서 산뜻함이 더해집니다.
220,"원소병(元宵餠)은 찹쌀가루를 색색으로 반죽하여 소를 넣고 경단 모양으로 빚어 삶아 내어 꿀물에 띄워낸 음료이다. 또 다른 한자어인 원소병(圓小餠)은 작고 동그란 떡이라 하여 붙여진 이름이며, 원소(元宵)란 '정월 보름날 밤'이라는 뜻으로 설날에 해먹는 절식의 뜻이 담겨 있다. <조선무쌍신식요리제법>에서는 ""옛날 중국의 삼국 시대에 원소(袁紹)가 만들어 먹던 떡이라고 해서 원소병(袁紹餠)이라는 이름이 붙여졌다""고 기록되어 있다."
221,"밀가루에 고추장 또는 된장을 넣어 반죽하여 동글납작하게 지진 것이다.방법 1 : 쌀가루와 밀가루에 다진 쇠고기와 채 썬 양파, 어슷하게 썬 풋고추를 넣고 고추장과 물로 반죽하여 동글납작하게 빚어 식용유에 지진다(서울ㆍ경기).방법 2 : 밀가루에 고추장, 간 양파와 감자, 다진 돼지고기, 달걀, 다진 마늘을 넣고 묽게 반죽하여 지진다(충남).방법 3 : 밀가루 반죽에 풋고추, 붉은 고추, 대파, 된장을 넣고 섞은 반죽을 지지며, 고추장과 된장을 섞어 찌기도 하고, 장(고추장, 된장)을 넣지 않고 쪄서 양념장에 버무려 내기도 한다(경북).방법 4 : 부추, 방아잎, 풋고추를 된장으로 버무려 밀가루, 물을 넣고 빚어 깻잎 위에 얹고, 그 위에 붉은 고추를 올려 찐다(경남)."
222,겨울철 말려 두었던 무청을 부드럽게 삶아내 구수한 된장과 끓여 낸 시래기 된장국은 겨울철 별미가 아닐까요?
223,감자를 곱게 갈아 건더기와 가라앉은 녹말을 함께 넣고 기름에 지진 음식이다.
224,"
	밥에 갖은 나물과 쇠고기·고명을 올려 약고추장을 넣고 비벼 먹는 음식이다. 
	
	비빔밥은 '섞어 비빈 밥'이라 하여 붙여진 이름으로, 옛날 궁중에 서는 '골동반(骨董飯)'이라 하여 점심때나 종친이 입궐하였을 때 먹었으며, 일반에서는 섣달그믐날에 먹었다.
"
225,"럼 베이스를 굳건히 지킨 덕분에 부동의 인기를 누린 칵테일피냐 칼라다는 스페인어로 파인애플이 무성한 언덕이라는 의미. 마이애미에서 탄생한 남국풍 칵테일로, 미국에서 대유행한 후, 일본에 상륙했다.동일한 남국풍 칵테일에 유명한 치치가 있는데, 이것과는 베이스만 틀릴 뿐, 부재료와 배합률은 모두 동일하다. 치치는 처음 하와이에서 탄생했을 때에는 럼을 베이스로 하였는데, 그 후 피냐 칼라다와 구별하기 위해서 베이스를 보드카로 바꾸었다.제조방법재료화이트 럼 | 30ml파인애플 주스 | 80ml코코넛 밀크 | 45ml파인애플 슬라이스 | 1조각마라스키노 체리 | 1개1. 화이트 럼, 파인애플 주스, 코코넛 밀크를 셰이커에 넣고 흔든다.2. 잘게 부순 얼음을 채운 대형 클래스에 따른다.3. 파인애플 슬라이스와 체리로 장식하고, 빨대를 꽂는다."
226,"캅사이신 성분 함량이 많은 고추는 매콤한 그 맛으로 입맛을 자극해주는 채소입니다. 입맛이 없을 때, 매콤한 고추를 간장에 조려 즐겨 보세요. 금세, 잃었던 입맛을 찾으실 거예요."
227,"1) 반죽 제조법 : 스트레이트법2) 재료 계량 : 제한시간 내에 재료를 계량하여 재료별로 진열하며, 중량이 정확해야 하고 제한시간이 지나거나 재료 손실이 있으면 감점3) 반죽 제조• 믹싱 시간 : 저속 1분, 중속 2분, 마가린 투입, 저속 2분, 중속 13분• 반죽 온도 : 27℃• 반죽 상태 : 글루텐을 100% 발전을 시키며 부드럽고 윤기 있는 글루텐 막의 형성, 탄력성, 신장성이 최대인 상태4) 1차 발효• 발효 시간 : 60∼80분• 발효실 온도 : 27℃• 발효실 습도 : 75∼80%• 발효 상태 : 시간보다는 상태로 판단하며 글루텐 숙성이 잘된 상태로 손가락 테스트, 망상구조, 부피 3.5배 팽창 등으로 판단한다.5) 분할 : 45g×49개, 분할 반죽당 무게 편차가 적어야 하며 대강의 무게를 짐작하여 한두번의 반죽 가감으로 빠르게 분할한다.6) 둥글리기 : 표피가 매끄럽고 균일하여야 한다.7) 중간 발효 : 10∼15분, 표피가 건조되지 않도록 조치한다.8) 정형① 반죽의 가스를 빼고 재 둥글리기하여 공 모양으로 만든다.② 윗면에 물칠을 하고 소보로를 골고루 찍어 묻힌다.(사진 1, 2)9) 팬닝 : 12개의 간격을 잘 맞추어 철판에 배열한다.(사진 3)10) 2차 발효• 발효 시간 : 30∼35분• 발효실 온도 : 35∼38℃• 발효실 습도 : 85%• 발효 정도 : 발효가 과다하면 소보로 무게에 의해 주저앉을 수 있어 발효를 약간 짧게 한다.11) 굽기• 오븐 온도 : 윗불 190℃, 밑불 160℃• 굽는 시간 : 10∼15분• 오븐 위치에 따라 온도 차이가 있으면 윗면 색이 약간 날 때 철판의 위치를 바꾸어 고른색이 나도록 한다.※ 소보로 만들기• 설탕, 소금, 마가린, 땅콩버터, 물엿을 용기에 넣고 풀어 준 후 계란을 넣어 크림을 만든다.(사진 4)• 건조재료를 체로 쳐 넣고 손으로 가볍게 섞는다.(사진 5, 6)"
228,"브랜디 베이스로서는 다섯 손가락 안에 드는 상큼하고 새콤한 맛의 칵테일제1차 세계대전시, 사이드카를 타고 술을 마시러 온 병사가 항상 주문했던 것이 브랜디와 코앙뜨로우, 레몬주스를 혼합한 칵테일.사이드카는 사람이나 화물을 싣는 칸을 옆에 붙인 오토바이를 말하는데, 바텐더는 사이드카의 소리가 나면 「사이드카가 왔군」이라고 중얼거리면서 이 칵테일을 만들었기 때문에 이런 이름이 붙었다고 한다.한편, 다른 설에서는, 1933년, 파리의 허리즈 뉴욕이라는 술집에서 바덴터인 허리 맥켈혼이 만들었다는 설도 있다.이름의 유래는 어쨋든, 현재는 남녀 모두에게 사랑받고 있는 칵테일로, 최근에는 드라이(독한 맛)를 즐기는 경향이다.예전에, 손님의 부탁으로 단맛을 내는 코앙뜨로우 빼고 칵테일을 만든 적이 있다.그러나, 너무 신맛이 너무 강해서 마실 수가 없었다. 역시 브랜디와 레몬 주스만으로는 사이드카의 맛을 내지 못하는 것 같다. 즉, 「사이드카」에서 옆 칸을 떼어낸 단순한 오토바이라고 할 수 있을 것이다.제조방법재료브랜디 | 1/3코앙뜨로우 | 1/3레몬주스 | 1/31. 재료를 셰이커에 넣고 흔든다.2. 칵테일 잔에 붓는다.※ 브랜디 대신에 진을 베이스로 만들면 화이트 레이디 칵테일, 럼을 베이스로 만들면 XYZ칵테일이 된다."
229,"올리브유 참치로 고소하게 만든, 참치 마요네즈 주먹밥 입니다."
230,계란을 곱게 풀어서 새우젓이나 소금으로 간하여 쪄낸 부드러운 음식이다.
231,"신과병(新果餠)은 멥쌀가루에 밤 · 대추 · 단감 등의 햇과실을 넣고, 녹두고물을 두둑하게 얹어 시루에 쪄 낸 것으로 일명 햇과실떡이다. <규합총서, 1815>에 “햇밤, 익은 풋대추 썬 것, 껍질을 벗겨 얇게 저민 침감, 청태를 쌀가루에 섞어 물에 버무려 거피한 햇녹두고물을 얹어 찐 것”이라고 기록되어 있다. 여러 가지 햇곡식과 햇과실로 만든 신과병은 흰무리 사이로 보이는 자연스런 햇과실들의 색과 상큼한 맛, 영양이 함께 어우러져 가을의 정취가 흠뻑 느껴지는 아름다운 떡이다."
232,여름철에서 가을까지 김치 재료가 마땅치 않을 때 별미 김치로 많이 해먹는다. 담근 지 하루 만에 또는 2~3일 만에 먹을 수 있다. 껍질이 매끄러워 속에까지 간이 스미지 않으므로 벗겨서 담근다. 수분이 적어 국물을 잘팍하게 하여 담가야 잘 익는다.
233,"재료갈색 육수 500ml(2½C), 적포도주 100ml(½C), 양파 50g, 토마토 페이스트 30g, 당근 25g, 셀러리 25g, 밀가루 5g, 통후추 3ea, 월계수 잎 2ea, 마늘 1ea방법① 마늘은 슬라이스하고 양파, 당근, 셀러리는 가로, 세로 1cm 크기로 썰어 볶는다.② 토마토 페이스트를 넣어 함께 볶고, 밀가루와 적포도주를 넣는다.③ 갈색 육수와 통후추, 월계수 잎을 넣어 ½ 정도로 졸인다.④ 고운 체에 걸러 식혀서 사용한다."
234,"가자미식해는 가자미에 조밥과 고춧가루, 무채, 엿기름을 한데 버무려 삭힌 것으로 새콤하면서도 매운맛이 독특하다. 술안주나 밥반찬으로 잘 어울리며 생선과 밥의 조화라는 점에서 일본 '스시'의 원조라고 볼 수 있다."
