,0
84,"고든(Gordon, W.)이 브레인스토밍의 결점을 보완하기 위해 만든 아이디어 발상법의 하나로 추상적인 사고법이다. 브레인스토밍과 마찬가지로 4가지 규칙(비판금지, 자유분방, 다다익선, 결합개선)이 적용된다. 브레인스토밍은 구체적인 테마가 제시되지만, 고든법은 키워드만 제시된다. 예컨대 초콜릿을 한 단계 더 추상하면 과자가 되고 과자는 음식물로 생각된다. 이처럼 초콜릿을 개량하려면 초콜릿으로 생각하기보다 과자라고 생각하거나 음식물이라고 생각하게 해서 더 많은 아이디어를 생성할 수 있게 하는 방법이다."
85,"인적자본론은 교육과 훈련이 노동자의 임금과 생산성의 차이를 가져온다는 사실에 주목하여 등장한 노동시장이론으로 경제가 성장국면에 있던 당시의 미국에서 경제성장과 소득불평등의 원인을 분석하는 과정에서 정교화된 노동시장이론을 의미한다. 인적자본론에 따르면 학교교육이나 훈련 등을 통한 인적자본에 대한 투자는 수익과 비용을 수반하게 되는데, 투자에 대한 수익은 동일한 교육이나 훈련에 대해서도 개인의 능력의 차이에 따라 상이하고, 투자에 대한 공급은 가정배경이나 인적자본 투자에 필요한 자금의 차입능력과 같은 기회의 차이에 따라 상이하게 나타난다. 이와 같은 인적자본에 대한 투자의 수익과 비용의 차이가 개인간의 인적자본에 대한 투자량의 차이를 발생시키고, 이는 다시 인적자본의 질적 차이를 유발하여 생산성의 격차를 초래함으로써 노동시장에서의 임금수준의 결정에 영향을 주게 된다."
86,"주어진 문제를 보다 단순한 부분들로 구분하고, 이를 통해 주어진 문제의 원인을 확인하고 해답을 찾아가는 사고 과정을 의미한다. 분석적 사고는 일반적으로 다음과 같은 과정으로 이루어져 있다.① 문제를 부분들로 나누는 방법을 확인하고 그에 기초하여 구분한다.② 각 부분들을 명료하게 정의한다.③ 각 부분과 관련된 정보를 확인하고 조직한다.④ 분석에 근거해서 결론을 내린다. 비교, 대조, 범주화, 추론 등의 사고는 이러한 분석적 사고작용을 통해 일어난다."
87,"1976년 인류학자인 홀(Hall, E.)에 의해서 소개된 개념으로 의사소통에 있어서 고맥락의 메시지가 저맥락의 메시지보다 많이 사용되고 전달되는 경향을 일컫는 개념이다. 고맥락문화에서는 그 문화에 속한 사람들간에 공유되고 있는 유사한 경험과 기대를 바탕으로 의사소통이 유지되고 단어들이 해석된다. 많은 말을 하지 않아도 몇 단어로도 그 문화에서 의미하는 바가 무엇인지 전달될 수 있기 때문에, 단어가 내포하는 문화적 맥락이 높은 것을 말한다. 따라서 고맥락문화에서의 의사소통에서는 단어의 선택이 중요하며 그 단어가 내포하고 있는 메시지는 같은 문화권에 속한 사람들에게는 효과적으로 전달될 수 있지만, 타문화의 사람들에게는 효과적으로 전달하기 어렵다."
88,"집단생활이 계속되는 동안 동료, 부하, 상사 등 구성원 상호간에 형성되는 어떤 특징적인 심리적 관계나 상호작용을 원만하게 유지하는 능력으로 협력, 경쟁, 지배, 복종 등의 유형으로 구분하기도 한다. 대인관계 역량은 구성원의 적응이나 동기부여(動機賦與) 등에 영향을 미치는 동시에 집단 전체의 특성에도 영향을 끼친다. 대인관계는 조직구성원 상호간에 형성되는 특징적인 심리, 사회적 상호 관계이며, 다양한 형태의 태도, 매너, 행동 등으로 표출된다. 특히 조직의 리더로서 구성원들을 성공적으로 이끌어 가는데 중요한 성공의 열쇠이며, 가족 구성원이나 지인들의 영향을 받아 초년시절부터 개발된다."
89,"선박을 안전하게 항구에 접안하기 위하여 그 선박에 탑승하여 안전하게 수로로 이동시키는 일을 하는 사람인 도선사(導船士, pilot)에서 유래된 말로, 설계 · 개발된 교육과정 및 훈련프로그램을 본격적으로 실시하기 전에 그 프로그램에 대한 효과를 검증하고, 프로그램의 내용을 평가하여 최종 수정함으로써 프로그램에 대한 질(quality)을 확보하기 위한 절차를 의미한다. 특히 교수설계시 몰랐던 변수들을 사전에 점검하기 위하여 파일럿 검사를 실시하는데 이 때는 수업내용과 목표의 타당성, 교수매체의 유용성, 시간배분 정도, 학습목표 달성도, 제안사항 등과 같은 내용이 포함된다.파일럿 검사의 목적은 개발된 프로그램의 문제점을 확인하고 수정 · 보완하는데 있으며 전반적으로 입안된 계획의 타당성을 검토하는 기능이 있다. 파일럿 검사의 수행절차는 ① 파일럿 검사 실시계획 수립, ② 파일럿 검사 실시 준비：교재, 매뉴얼, 각종 매체, 참가 대상에 대한 수강통보, ③ 파일럿 검사 실시, ④ 파일럿 검사의 사후 평가：프로그램의 구성과 흐름, 동기유발 전략, 학습자가 얻은 지식 · 기술 · 태도의 변화 정도, 내용의 활용도, 교육내용의 이해도, 교수자에 대한 피드백 사항, 교수학습방법과 전달매체의 효율성 등에 관해 논의한다."
90,"글로벌 경영이 확산되어 새로운 인재의 발굴 및 양성이 요청되는 글로벌 시장경쟁 상황 하에서 국가나 지역을 넘어 글로벌 사업을 이끌 수 있는 역량을 갖춘 인재이자, 국가나 기업, 그리고 개인에게 새롭게 도전하고 있는 세계화에 맞게 정책이나 사업, 그리고 일을 이끌 수 있는 지도자를 의미한다. 성공적인 글로벌 리더가 되기 위한 여러 가지 조건이 있으나 그 중에서도 개인적 성실성과 윤리의식을 갖추어야 하며, 호기심을 가지고 끊임없이 학습하고, 문화적 감수성을 갖추고 통찰력을 발휘할 수 있어야 한다."
91,"종업원들의 육아, 자기계발, 가사분담 등에 도움을 주고, 유연한 조직분위기를 만들기 위하여 근무시간을 자율적으로 정할 수 있도록 만든 제도를 말하며 업무효율성 제고, 가족친화경영, 일할 맛 나는 일터 등을 만들기 위한 차원에서 최근 도입하는 기업이 늘어나고 있다."
92,"조직구성원들이 그들이 원래 소속되어 있는 기능부서에도 배치되고 동시에 그들이 현재 맡고 있는 생산품과 용역의 부문별로도 나누어진 팀에 배치되어 있어 두 개의 단위조직에 속하여 두 사람의 상급자를 두고 있는 형태이다. 이는 작업단위를 한 번은 기능별(생산, 판매, 재무 등)로 묶어놓고 또 한 번은 사업 혹은 제품별(제품 A, 제품 B 등)로 묶어서 두 구조 유형을 포개어 놓은 것과 마찬가지다. 지정된 프로젝트에 각 기능부서로부터 전문가를 차출하여 프로젝트가 운영된다. 프로젝트가 마무리되면 원래 기능부서로 돌아간다. 이러한 구조에서는 전통적인 명령통일의 원칙을 무시하고 한 개인이 두 상급자의 지시를 받으며 보고를 하게 된다."
93,"교육기관에서 정해진 교육목표를 달성하기 위하여 선택된 교육내용과 학습활동을 체계적으로 편성 · 조직한 계획을 의미한다. 교육의 모든 과정을 마칠 때까지 요구되는 교육내용, 그 내용을 학습하기에 필요한 연한, 그 연한 내 학습시간 배당을 포함한 교육의 전체계획으로 볼 수 있으며 기업현장에서 보면 해당 직무를 완전히 수행하기 위해 습득해야 하는 내용을 체계적으로 순서화한 계획을 의미한다."
94,"메지로우(Mezirow, J.)가 주창한 개념으로 지식을 습득, 축적하는 전통적 학습과는 달리 개인이 가진 많은 기본적인 가치와 가정들이 학습을 통해 변화하는 하나의 과정을 의미한다. 전환학습을 통해 전환되는 것은 관점이다. 메지로우는 전환학습의 과정을 비판적 성찰, 비판적 성찰에 의해 획득된 통찰력을 확인하기 위한 담론, 행동의 단계로 구분하고 있다. 전환학습의 과정에서 필수적인 비판적 성찰은 자신의 경험의 원인이나 의미에 대해 의문을 갖는데서 출발하여 개인의 경험을 이해하기 위한 주요 신념과 가정들을 검증해 가는 것이다. 담론은 편견이나 오류, 개인적 관심사를 배제하고 개방적이고 객관적인 태도로 특정한 주장에 대한 논쟁과 증거를 검토하는 과정이다. 마지막으로 전환학습에서 습득한 결과를 행동으로 옮기는 것이다."
95,요소비교법은 직무평가의 한 기법으로 서열법에서 발전된 기법이다. 서열법이 여러 직무들의 가치를 포괄적으로 평가하여 서열을 매기는 반면 요소비교법은 여러 직무들을 전체적으로 비교하지 않고 직무가 갖고 있는 요소별 직무들간의 서열을 매기는 데 초점이 있다. 요소비교법은 서열법보다 훨씬 복잡하고 요소별 서열을 가지고 임금과 직접 연결시키는 특징이 있다.
96,"인간에게는 고통으로부터 벗어나려는 동물과 같은 욕구와 심리적으로 성장하려는 욕구 등 2종류의 이질적 욕구가 있으며, 이들이 행동에 영향을 미치는 방법에도 차이가 있다는 허즈버그(Herzberg, F.)의 이론이다. 승진, 인정, 책임 그리고 성취와 같은 내재적인 요소들은 직무만족과 관련되어 있고, 감독, 급여, 회사정책 그리고 작업조건등과 같은 외재적인 요소들은 불만족과 관련되어 있다고 본다. 위생요인(외적요인)은 직무수행에 있어서 적절한 회사정책, 작업조건, 감독, 급여와 같이 구성원을 위로하는 요인이며, 동기요인(내적요인)은 승진, 인정, 책임, 그리고 성취와 같은 내재적 요인으로 직무만족을 상승시킨다."
97,"개인, 그룹, 조직이 수행한 특정한 활동이나 산출물, 결과에 대하여 책임질 수 있는 영역을 의미한다. 이러한 책무성의 일반적 의미를 교육적 상황에 적용하면, 특정한 교육활동에 목적을 부여하고, 그 목적에 대비하여 얼마나 적절하게 합리적 성취 수준에 도달했는지를 제시할 수 있어야 한다는 것을 의미한다."
98,"르윈(Lewin, K.), 르피트(Lippitt, R.), 화이트(White, R. K.)의 독재적 리더십, 그리고 방임형 리더십과 함께 처음으로 설명되었다. 민주적 리더십 유형은 또한 골만(Goleman, D.)의 6가지 리더십 유형 중 하나로 소개되었다. 민주적 리더는 부하직원들에게 팀에서 생성되는 모든 의사결정에 대한 결정권을 준다. 언제나 모든 동의를 구해야 하기 때문에 민주적 리더가 되는 과정에는 매우 많은 시간이 소요된다.민주적 리더십 유형은 유연함과 책임을 빠르게 형성할 수 있으며 새로운 것들을 정하는데 도움이 된다. 이 리더십 유형은 부하직원들이 조직의 필요한 업무 과정과 변화에 대해 잘 알 고 있을 때 가장 잘 쓰인다. 예를 들어 이 유형은 조직의 오래된 체계를 보완하는 것에 대한 새로운 아이디어를 소개하려는 리더에게 유용하다. 르윈, 르피트, 화이트는 최초로 리더십 유형을 행동적 특징으로 분류했다. 그들의 연구에 앞서 리더십 연구들은 리더십의 특징들에 초점을 두었다."
99,"집단 혹은 사회의 조직적 생활 과정에서 여러 인격에 대한 대우 또는 복리후생의 배분 등을 기준에 따라 공평하게 하는 것을 말한다. 공정성 이론은 조직 내의 개인이 공정성을 인식하고 반응하는 것에 대한 이론이다. 조직 내에서의 개인은 자신의 공헌을 그에 대한 보상과 비교하고, 그 둘 사이의 비율을 다른 사람과 비교하여 공정한 대우를 받았는지 판단한다.사람들은 자신과 다른 사람의 보상 비율이 같다고 느낄 때, 공정한 상태로 인식하여 현상태를 유지하려 하고, 보상을 더 적게 받는다고 느낄 때는 부정적인 불공정성을 인식하고 노력의 수준을 낮출 것이다. 또한, 보상을 더 많이 받는다고 느낄 때, 긍정적인 불공정성을 인식하고 더욱 노력하여 직무를 열심히 수행할 것이다. 이와 같이 개인이 불공정성을 인식하면 직무에 대한 노력을 변화시키거나, 자신 또는 타인에 대한 인식을 변화시키거나(재능, 행운, 연줄 등의 탓으로 돌림), 상황을 이탈함(부서 또는 회사의 이동)으로써 불공정성에 대한 감정을 해소하려는 노력을 하게 된다."
100,"특정 문제의 원인들을 보여주는 도표이다. 어골도는 문제를 일으킬만한 원인과 조건에 이르기까지의 단계를 탐구하고, 문제상황과 익숙한 사람들을 선발하여 문제를 일으킬 가능성이 있는 원인들에 대해서 생각하며, 각각의 원인들을 분석 및 결과를 도출하는데 사용된다. 이 방법은 인과관계 다이어그램 방법(cause-and-effect diagram method)라고도 불리고 전사적품질관리(TQM)에 많이 사용하며, 과거 지향적이면서 부정적인 수행차이를 없애는데 초점을 둔다."
101,"동영상, 소리, 문서 등과 같이 실제로 존재하거나 사용할 수 있는 데이터는 아니지만, 이러한 실제 데이터와 직접적 또는 간접적으로 연관된 정보를 제공해주는 데이터를 말한다. 일반적으로 가장 많이 사용되고 있는 메타데이터의 정의는 “데이터에 대한 데이터”이며 기능적인 면을 강조하였을 때는 “데이터에 대한 구조화된 데이터”로 정의된다. 쉬운 예로, 영화를 보려고 DVD 타이틀을 구매하였을 때 포장에 붙어있는 제목, 상영시간, 등급, 제작사, 감독, 줄거리 등에 관한 정보를 메타데이터라고 할 수 있다.이러한 메타데이터는 서술적(descriptive) 메타데이터와 의미적(semantic) 메타데이터로 구분할 수 있는데 기술적 메타데이터는 정보의 내용과는 관계가 없으나 그 정보가 어떻게 만들어졌는가를 표현하는 것이며, 의미적 메타데이터는 데이터 자체의 내용적인 측면을 서술한 것이다. DVD 타이틀을 예로 들면, 기술적 메타데이터는 제작사, 감독, 상영시간 등이 될 것이고, 의미적 메타데이터는 제목, 줄거리, 등급 등이 된다."
102,"일련의 교수 · 학습과정을 통해 학습자가 도달할 것으로 기대되는 학습자의 인지적, 행동적, 정의적 결과를 의미한다. 학습목표는 학습자에게 자신이 도달되어야 할 행위상태에 대한 기대를 형성시켜 줌으로써 학습동기를 유발시켜 주며 행위의 방향을 정해준다. 보다 효과적으로 학습목표를 정하기 위해서는 막연하고 일반적인 목표보다는 구체적인 행동으로 진술된 목표, 학습자의 능력과 비교하여 지나치게 쉽거나 어려운 목표보다는 현재 능력보다 약간 어려운 목표, 시간적으로 너무 동떨어진 목표보다는 단기적으로 성취 가능한 목표, 교수자가 일방적으로 제시해 준 목표보다는 학습자의 공동참여를 통해 설정된 목표를 설정해야 한다."
103,"공통의 문제에 대해 토론하고, 서로 다른 의견과 관점을 듣기 위해, 또 몇몇의 경우 수용가능한 해결책을 달성하기 위해 다수의 집단에게 도움이 되는 방식으로 만들어진 토의 또는 학술회의 형식을 의미한다."
104,"개인이 자신의 인생활동의 한 방향으로서 앞으로 나아가는 길 또는 나아갈 길을 이루거나 도달하려는 지향점을 설정하는 것을 의미한다. 이렇게 세워진 진로목표를 달성할 수 있도록 하기 위한 준비로서 적절한 교육기관을 선택하고, 그곳을 통해 사회적 자기실현을 수행해 나갈 수 있도록 지도하는 일이 중요하다."
105,"인적자원에 대한 투자 촉진과 모범적인 관행을 보급하기 위해 기업이나 공공기관에서 능력을 중심으로 인재를 채용하고, 다양한 학습지원책을 통해 구성원의 역량을 향상시키는 등 인적자원개발이 우수한 기업에 심사를 통해 인증마크를 부여하는 제도이다. 우리나라에서는 교육과학기술부가 이 제도를 2005년부터 도입하여 실시하고 있으며, 현재는 민간부문의 경우 4개 부처(노동부, 교육과학기술부, 지식경제부, 중소기업청)에서, 그리고 공공부문은 교육과학기술부와 행정안전부가 공동으로 시행하고 있다.인증을 받은 기업은 ‘Best HRD’마크를 홍보 및 상품에 표기해 기업의 브랜드 이미지를 높이는데 활용할 수 있다. 영국의 경우 인증받은 기업들은 상품이나 홍보에 IIP(Investors In People), 싱가포르의 경우 PD(People Developer)마크를 사용한다. 이밖에도 미국(Macolm Baldridge), 일본(Deming Award), 네덜란드, 뉴질랜드 등 많은 나라에서 유사한 제도를 도입, 시행하고 있다."
106,"과거 다속성 모형의 태도가 행동을 잘 예언하지 못한다는 관찰결과들에 의해 받았던 비판에 대응하려는 시도로 나온 것이다. 이 모형에서 가장 특징적인 것은 대상에 대한 태도라는 개념을 행위에 대한 태도라는 개념으로 수정한 것이고 행동의도를 예측할 때 태도뿐 아니라 사회적 영향을 반영하는 변수들을 추가한 것이다. 이런 수정은 모두 태도를 통해 행동을 더 잘 예언하려는 시도를 반영하는 것이다. 이 이론은 비교적 측정한 태도와 행동의 일관성이 높다는 결과들을 낳고 있지만, 그 이름에도 나타나 있듯이 인간행동의 합리적 측면을 설명하려는 이론이다. 따라서 소위 비합리적이고 비이상적인 것처럼 보이는 많은 행동들을 설명하지 못하는 한계를 가진다."
107,"교육내용으로써의 지식구조는 교육의 수준에 관계없이 그 성격에 있어서 동일하며, 이 동일한 성격의 내용은 학습자의 수준이 높아짐에 따라 더 폭넓게, 또 깊이 있게 제공되어야 한다는 교육이론이다. 이와 같이 조직된 교육과정이 마치 달팽이 껍질 모양과 같다고 하여 나선형 교육과정이라고 부른다. 1960년 브루너(Bruner, J.)가 처음 나선형 교육과정의 개념을 제안하였다. 이 개념을 기업교육에 접목하면 갈등관리, 재무관리라는 동일한 역량에 대해 신규자보다는 상위 직급일수록 좀 더 깊이 있고 치밀하게 학습할 수 있게 된다."
108,"의사결정자가 스스로 결정할 수 있는 변수들로서 모형 및 시스템의 성과에 영향을 주는 변수를 말하고 의사결정자가 통제 가능하다는 측면에서 통제가능변수(controlled variables), 독립적으로 움직인다는 측면에서 독립변수(independent variables)라고 불리기도 한다. 예를 들어서 광고비 예산 의사결정에서 광고비의 액수와 방법과 같은 변수들은 의사결정자가 스스로 결정할 수 있는 의사결정 변수들이다."
109,"허즈버그(Herzberg, F.)의 2요인이론(two factor theory)에서 소개되는 두 요인 중의 하나이다. 허즈버그는 인간의 행동에 영향을 주는 요인을 두 개로 구분하여 하나는 동기요인, 다른 하나는 위생요인으로 소개하고 있다. 허즈버그는 모든 요인들이 한 방향으로 동기를 부여하는 것이 아니라, 동기를 부여하는 것과 동기를 저하하는 요인이 있다는 관점에서, 실제적인 어떤 행동을 유발하도록 하는 요인을 동기요인이라 하고, 이와 반대로 구체적인 행동이 일어나지 않거나 적게 일어나도록 동기저하를 하는 요인을 위생요인이라고 한다. 동기요인으로는 직무자체, 성취감, 인정, 책임감, 성장 및 발전 등을 들 수 있으며, 위생요인으로는 감독과 통제, 급여, 인간상호관계, 작업조건 등을 들 수 있다."
110,"MBTI는 캐서린 브릭스(Briggs, K.)와 그의 딸인 이사벨 마이어스(Myers, I. B.) 모녀가 개발한 대표적인 성격검사이다. 정신과 의사인 융(Jung, C. G.)의 심리유형론을 근거로 하는 심리검사로, 개인이 쉽게 응답할 수 있는 자기보고 문항을 통해 각 개인이 인식하고 판단할 때 선호하는 경향을 힘을 발휘하는 성향(외향형과 내향형), 정보를 지각하는 성향(감각형과 직관형), 의사결정을 내리는 성향(사고형과 감정형), 라이프스타일 성향(판단형과 인식형) 등 각각 2가지로 구분된 4개의 선호경향에 따라 파악한다. 이를 바탕으로 개인의 성격, 흥미 등의 특성과 함께 선호하는 작업환경 및 직업에 대한 정보를 제공하는 것이다."
111,"요구란 일반적으로 현재상태(what it is)와 바람직한 상태(what it should be)간의 격차를 의미한다. 요구는 명사로 사용되는 경우와 동사로 사용되는 경우 다른 의미를 가질 수 있다. 우선 명사로서의 요구는 현재 상태와 바람직한 상태 또는 미래의 상태 간의 차이(또는 격차)를 의미한다. 요구는 그 자체로 존재하는 것이 아니라 현재 상태를 점검하고 그것을 미래의(더 나은) 상태나 조건과 비교해 봄으로써 도출될 수 있다. 한편 동사로서의 요구는 격차를 메우기 위해 요구되는 것, 즉 해결책이나 목적을 위한 수단을 의미한다."
112,직무역량모델을 개발하기 위한 방법 중 하나로 직무 고성과자와 평균적인 직무성과자를 구별하는 직무역량을 선정하기 위해 직무역량평가를 활용한다. 여기서 직무 고성과자와 평균적인 직무성과자는 자신들의 직무성과의 특성과 관련하여 인터뷰를 거치게 된다. 이와 같은 과정을 거쳐 필요한 역량을 결정한 후에는 이를 다른 직무 요소들과 결합하여 직무역량모델을 구축하는데 활용한다.
113,"사람들이 느끼고 생각하고 행동하는 유형을 9가지로 분류할 수 있으며 이 중 하나의 유형을 타고난다고 설명하는 행동과학이다. ‘에니어그램(Enneagram)’이란 말은 그리스어의 ‘아홉(ennea)’이란 단어와 ‘모형(gram)’이란 단어의 조합이며, 기원전 2500년경부터 중동아시아에서 유래한 고대의 지혜로 알려져 있다. 에니어그램에는 9가지 유형이 있고 각각 독특한 사고방식, 감정, 행동을 표현하며, 서로 다른 발달행로와 연결된다.1유형：완벽함을 추구하는 개혁전문가2유형：타인에게 도움을 주려는 조력전문가3유형：성공을 중시하는 성취전문가4유형：특별한 존재를 지향하는 창조전문가5유형：지식을 얻어 관찰하는 지식전문가6유형：안전을 추구하고 충실한 질문전문가7유형：즐거움을 추구하고 계획하는 선택전문가8유형：주장이 강한 도전전문가9유형：조화와 평화를 바라는 화합전문가"
114,"오스본(Osborn, A. F.)이 창안한 창조성 개발기법으로, 일명 ‘오스본법’이라고도 한다. 1939년 GE사의 창조성훈련과정을 진행하는 중에 기술자들의 행동을 관찰한 오스본 박사가 그 일부를 광고계에 도입한 것이 시초라고 한다. 스토밍(Storming)은 회오리바람을 일으킨다는 의미로 브레인스토밍은 리더, 기록자 외에 10명 이내의 참가자(stormer)들이 기존의 관념에 사로잡히지 않고 자유로운 발상으로 아이디어나 의견을 내는 것이다.보통의 회의와 다른 점은 ① 타인의 아이디어나 의견에 대해 판단하지 않고(비판금지), ② 자유분방한 아이디어나 의견을 내며, ③ 질보다 양을 추구하여 다수의 아이디어를 내고, ④ 타인의 아이디어에 의견을 결합하여 새로운 아이디어와 의견을 발상하는 4가지 원칙을 적용하는 것이다. 브레인스토밍의 장점은 쉽게 실행할 수 있고, 거의 모든 경우에 적용하여 다양한 아이디어를 얻을 수 있는 것이고, 단점은 타인에게 의지하여 진지하게 생각하지 않는 참가자가 나올 수 있고, 리더에 따라서 성과가 좌우되며, 여러 사람 앞에서 발언을 잘하지 못하는 사람의 능력을 살리기 어렵다는 점 등이다."
115,"과업이 너무 세밀하게 분업화 되는 경우 개개인의 직무가 극단적으로 단순한 일의 반복이 되는 경우가 있다. 이 경우 직무수행자의 의욕 상실이 발생되어, 능력 신장의 저해와 성과창출의 어려움으로 이어지는 문제가 생기게 된다. 직무확대는 이를 해결하고 종업원의 일에 대한 의욕을 촉진하기 위해 직무내용의 영역을 넓히는 활동을 의미한다. 개인이 분담하는 직무의 범위를 확대하여 단조로운 작업의 반복에 따른 권태감을 없애고 좀 더 의욕적으로 일할 수 있도록 재설계해주는 것이다."
116,"업무내용이 유사하고 관련성이 있는 기능들을 분류하고 결합시키는 조직설계의 한 방법으로 구매, 영업, 인사, 재무, 생산 등의 기능별 기준을 토대로 조직의 구조를 설계하는 형태이다. 이 조직에서 기능관리자는 제반 업무활동을 최고경영층에 보고하게 된다. 기능조직은 조직의 하위계층에서부터 최고경영자에 이르기까지 업무활동의 공통성에 의하여 구분되어 설계되기 때문에, 각 부서의 관리자는 해당 업무에 관련된 모든 사항을 책임지고 관리하게 된다.환경이 안정적이거나 일상적인 기술을 활용할 때, 조직의 내부 효율성이 중요할 때, 기업의 규모가 작을 때 등과 같이 횡적 조정 메커니즘이 필요하지 않는 종적 관리 메커니즘이 필요한 조직에서 효율적이다. 장점으로는 전문화에 따른 개별 기능의 효율성 증대, 관리자의 관리감독 용이, 기능분야의 전문가 양성 용이 등이 있으며, 단점으로는 기능부문간의 갈등, 전체 조직보다는 직능별 목표의 중시, 성과에 대한 책임한계 불명확성 등이 있다."
117,"바우처제도는 사회보장이나 직업훈련지원 등에 있어서 수요자의 의사결정권을 최대한 보장하기 위해 고안된 제도이다. 바우처제도 하에서 정부는 특정한 재화 혹은 서비스의 소비자에게 일정액에 상응하는 구매권(바우처)을 부여하고, 소비자가 바우처를 이용하여 스스로 재화 혹은 서비스를 구매할 수 있도록 한다. 재화 및 서비스의 공급자는 소비자에게 재화 및 서비스를 공급하고 바우처를 수령하며, 이후 정부에 바우처를 제시하여 실제 비용을 지불받게 된다. 바우처제도는 수요자의 공급자 선택권을 확대함으로써 공공 서비스 전달에서 정부가 비용을 부담하되 서비스는 가장 효율적인 민간 기관에 의해 공급되도록 유도하여 공공 재정의 효율성과 효과성을 높이는데 기여할 수 있는 것으로 알려져 있다."
118,"한 개인의 평생을 걸친 직업 혹은 직무 관련 경험으로써 개인의 직업 발달과 그 과정을 가리키는 포괄적인 용어이다. 경력은 개인이 몰입하는 대상이 되는 특정 전문영역 또는 직종을 의미하는 동시에 개인이 직업생활을 영위하면서 겪게 되는 동일한 혹은 상이한 일의 경험, 일에 대한 전문성 또는 장기간 수행한 일의 과정 등을 모두 포괄하는 개념이다.이를 세분화해 보면 첫째, 어원적으로 희랍어의 ‘빠른 속도로 달리다.’라는 의미를 가지고 있는데, 이는 시간이 지남에 따라 축적 · 발전 상승되는 직무내용을 뜻한다. 승진을 경력발전으로 간주하는 것은 이러한 의미를 담고 있는 것이다. 둘째, 그린하우스(Greenhaus, J. H.)의 정의에 따르면 경력은 직무에 관련된 일정한 경험, 예를 들면 직위, 직무관련 의무, 그리고 직무관련 상황에 대한 자신의 주관적인 해석과 자신의 직업생활에 대한 일정한 활동패턴이다. 여기서의 경력은 사람이 직업생활을 하면서 얻게 되는 태도나 행동을 의미하는 것이다. 마지막으로 경력은 전문직이 갖고 있는 특별한 업무수행 능력을 말할 때도 사용된다. 전문직 여성을 커리어 우먼이라고 지칭하는 경우가 이에 속한다."
119,직무평가기준 및 평가척도에 있어 양적평가방법은 통계적으로 수량화가 가능한 자료를 사용하는 평가방법이다. 각 직무의 요소별로 분석적이고 계량적으로 평가하는 방법으로 점수법과 요소비교법 등이 있다.
120,"변화의 기획단계인 설계에서부터 변화의 목표가 달성되는 시점까지 생성되는 여러 가지 변화요인을 사전에 파악하여 일하는 방법, 조직구조, 제도 및 각종 시스템을 현업에 원활하게 구현시키고, 구성원들이 환경변화에 적극적으로 공감하고 동참할 수 있도록 지원하는 체계적인 활동을 말한다. 즉 현재의 상태(current situation)에서 목표로 하는 바람직한 상태(desired situation)로 전환하기 위한 과정에서 생기는 저항 및 여러 가지 격차(gap)를 해소하고 구성원들이 힘들이지 않고 변화에 동참하게 하는 활동이라고 할 수 있다. 인간이 만든 조직에는 변화에 대응하는 3가지 세력이 있으며 다음과 같은 특징이 있다.첫째, 변화를 의도적으로 앞장서서 주도하는 세력이다.둘째, 변화의 주도세력과 함께 변화를 중간에서 전문적으로 전파하고 변화의 도구를 만드는 세력이다.셋째, 변화된 룰을 지키고 이것을 실행하고 따라가야만 생존하는 세력이다. 일반적으로 변화관리는 변화주도세력이 변화에 따르는 실행세력들 즉 사원들이 환경변화에 수월하게 동참하도록 하는 것에 그 초점을 맞추고 있다."
121,"양적자료에 대응되는 용어로써 원칙적으로 숫자로 표시될 수 없는 자료로 측정대상의 특성을 분류하거나 확인할 목적으로 숫자를 부여하는 경우는 있다. 인터뷰 결과 등이 대표적이 예이다. 기업교육평가에서는 ROI 측정시 계량화하여 금전적 이익으로 환산하기 어려운 자료로 교육결과와 관련된 고객만족도 향상, 직무만족도 향상, 결근률 감소, 이직률 감소 등을 의미한다."
122,"지식의 유형은 지식의 특성에 따라 선언적 지식, 절차적 지식, 인과적 지식으로 구분되기도 하고, 과정 혹은 결과 중 어느 것을 강조하느냐에 따라 절차와 과정을 중시하는 절차적 지식과 결과를 중시하는 결과적 지식으로 구분되기도 한다. 여기서 절차적 지식이란 과정적 지식이나 방법적 지식으로 불리기도 하는데, 학습한 결과의 기억을 중요시하는 것이 아니라 결과가 성립되는 과정을 증명해 보이거나 과제 해결방법을 순서에 따라 재현하는 것과 같은, 수행에 있어서의 과정이나 단계, 절차에 관해 아는 것을 의미한다. 일반적으로 절차적 지식이란 어떤 문제의 해결을 위한 단계나 과정, 구체적인 계열에 따라 차례대로 순서화되어 있는 형태의 지식을 지칭한다."
123,"다양한 정보 자원의 활용을 바탕으로 이루어지는 교수-학습 체제로 학습과제에 대한 이해와 함께 문제 해결력 그리고 정보 활용 능력을 동시에 향상시키는 것을 목적으로 구성되는 교수-학습 방법을 의미한다. 또한 자원기반학습은 인쇄물, 비인쇄물, 인적자원을 포함한 광범위한 자원을 효과적으로 사용할 수 있도록 학습자를 학습활동에 적극적, 주도적으로 참여시키기 위해 계획된 교육프로그램으로 정의된다. 직접 교수법보다는 사례 중심 교수전략이 현업에서 호응을 얻으면서 다양한 자료/정보를 바탕으로 교육하는 기법으로 그 효용성을 널리 인정받고 있다."
